part,fam,size,ui,cl_a,cl_b,cl_c,cl_d,ds_a,ds_b,ds_c,ds_d,cal_bpk_g,cal_f_khz,cal_cl_nom_mw_cm3,cal_h_oe,cal_perm_nom_pct,cal_perm_min_pct
SH-068125-2,SH,068,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-080125-2,SH,080,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-090125-2,SH,090,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-092125-2,SH,092,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-106125-2,SH,106,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-107125-2,SH,107,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-108125-2,SH,108,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-109125-2,SH,109,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-130125-2,SH,130,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-131125-2,SH,131,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-132125-2,SH,132,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-133125-2,SH,133,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-134125-2,SH,134,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-135125-2,SH,135,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-141125-2,SH,141,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-157125-2,SH,157,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-184125-2,SH,184,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-185125-2,SH,185,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-200026-2,SH,200,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-200060-2,SH,200,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-200125-2,SH,200,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-225026-2,SH,225,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-225060-2,SH,225,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-225125-2,SH,225,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-226026-2,SH,226,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-226060-2,SH,226,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-226125-2,SH,226,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-250026-2,SH,250,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-250060-2,SH,250,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-250125-2,SH,250,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-292026-2,SH,292,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-292060-2,SH,292,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-292125-2,SH,292,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-300026-2,SH,300,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-300060-2,SH,300,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-300125-2,SH,300,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-301026-2,SH,301,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-301060-2,SH,301,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-301125-2,SH,301,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-350026-2,SH,350,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-350060-2,SH,350,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-350125-2,SH,350,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-400026-2,SH,400,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-400060-2,SH,400,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-400125-2,SH,400,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
SH-401026-2,SH,401,26,1e+06,3.287e+08,5.779e+06,1.24e-14,0.01,1.042e-06,1.701,0,500.0,100.0,277.0,200.0,53.9,46.1
SH-401060-2,SH,401,60,1e+06,8.801e+08,5.421e+06,1.033e-14,0.01,7.724e-06,1.612,0,1000.0,50.0,317.0,100.0,43.6,36.5
SH-401125-2,SH,401,125,7.985e+09,1.378e+09,4.041e+06,7.891e-15,0.01,3.265e-05,1.587,0,1000.0,50.0,240.0,40.0,46.8,39.7
