part,fam,size,ui,cl_a,cl_b,cl_c,cl_d,ds_a,ds_b,ds_c,ds_d,cal_bpk_g,cal_f_khz,cal_cl_nom_mw_cm3,cal_h_oe,cal_perm_nom_pct,cal_perm_min_pct
HF-301147-2,HF,301,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-350014-2,HF,350,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-350026-2,HF,350,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-350060-2,HF,350,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-350125-2,HF,350,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
HF-350147-2,HF,350,147,4.299e+10,6.671e+08,3.114e+06,8.003e-14,0.01,1.248e-06,2.169,0,1000.0,50.0,509.0,40.0,72.9,64.4
HF-400014-2,HF,400,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-400026-2,HF,400,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-400060-2,HF,400,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-400125-2,HF,400,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
HF-401014-2,HF,401,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-401026-2,HF,401,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,71.4
HF-401060-2,HF,401,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-401125-2,HF,401,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
HF-520014-2,HF,520,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-520026-2,HF,520,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,69.4
HF-520060-2,HF,520,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-520125-2,HF,520,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
HF-521014-2,HF,521,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-521026-2,HF,521,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,69.4
HF-521060-2,HF,521,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-521125-2,HF,521,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
HF-600014-2,HF,600,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-600026-2,HF,600,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,69.4
HF-600060-2,HF,600,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-600125-2,HF,600,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
HF-601014-2,HF,601,14,1e+06,1.673e+08,2.088e+06,1.975e-14,0.01,8.988e-08,1.784,0,300.0,100.0,215.0,200.0,89.7,80.7
HF-601026-2,HF,601,26,1e+06,4.409e+08,2.242e+06,1.023e-14,0.01,1.568e-07,1.833,0,300.0,100.0,103.0,200.0,79.4,69.4
HF-601060-2,HF,601,60,1.389e+09,1.17e+09,2.871e+06,9.446e-15,0.01,1.672e-07,2.111,0,1000.0,50.0,300.0,150.0,60.4,46.9
HF-601125-2,HF,601,125,3.54e+10,6.826e+08,2.688e+06,6.077e-14,0.01,7.955e-07,2.174,0,1000.0,50.0,482.0,40.0,80.5,73.6
MP-014014-8,MP,014,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-014026-8,MP,014,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-014060-8,MP,014,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-014125-8,MP,014,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-014147-8,MP,014,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-014160-8,MP,014,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-014173-8,MP,014,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-014205-8,MP,014,205,1.143e+10,2.045e+09,1.156e+07,8.981e-14,0.01,3.822e-06,2.349,0,1000.0,50.0,350.0,30.0,47.0,36.6
MP-015125-8,MP,015,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-018125-8,MP,018,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-025125-8,MP,025,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-026125-8,MP,026,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-027125-8,MP,027,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-028125-8,MP,028,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-031125-8,MP,031,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-038125-8,MP,038,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-039125-8,MP,039,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-040125-2,MP,040,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-044125-2,MP,044,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-050125-2,MP,050,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-065125-2,MP,065,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-068125-2,MP,068,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-080125-2,MP,080,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-090125-2,MP,090,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-092125-2,MP,092,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-106125-2,MP,106,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-107125-2,MP,107,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-108125-2,MP,108,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-109125-2,MP,109,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-130125-2,MP,130,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-131125-2,MP,131,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-132125-2,MP,132,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-133125-2,MP,133,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-134125-2,MP,134,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-135125-2,MP,135,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-141125-2,MP,141,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-157125-2,MP,157,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-184125-2,MP,184,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-185125-2,MP,185,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-200014-2,MP,200,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-200026-2,MP,200,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-200060-2,MP,200,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-200125-2,MP,200,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-200147-2,MP,200,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-200160-2,MP,200,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-200173-2,MP,200,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-225014-2,MP,225,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-225026-2,MP,225,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-225060-2,MP,225,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-225125-2,MP,225,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-225147-2,MP,225,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-225160-2,MP,225,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-225173-2,MP,225,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-226014-2,MP,226,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-226026-2,MP,226,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-226060-2,MP,226,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-226125-2,MP,226,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-226147-2,MP,226,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-226160-2,MP,226,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-226173-2,MP,226,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-250014-2,MP,250,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-250026-2,MP,250,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-250060-2,MP,250,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-250125-2,MP,250,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-250147-2,MP,250,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-250160-2,MP,250,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-250173-2,MP,250,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-292014-2,MP,292,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-292026-2,MP,292,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-292060-2,MP,292,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-292125-2,MP,292,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-300014-2,MP,300,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-300026-2,MP,300,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-300060-2,MP,300,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-300125-2,MP,300,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-300147-2,MP,300,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-300160-2,MP,300,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-300173-2,MP,300,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-301014-2,MP,301,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,76.0
MP-301026-2,MP,301,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-301060-2,MP,301,60,4.426e+09,1.249e+09,7.83e+06,1.112e-14,0.01,1.076e-07,2.469,0,1000.0,50.0,228.0,100.0,51.8,40.7
MP-301125-2,MP,301,125,1e+06,2.001e+09,4.002e+06,2.07e-14,0.01,6.96e-07,2.451,0,1000.0,50.0,220.0,40.0,63.0,52.1
MP-301147-2,MP,301,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-301160-2,MP,301,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-301173-2,MP,301,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-350014-2,MP,350,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,74.0
MP-350026-2,MP,350,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-350060-2,MP,350,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-350125-2,MP,350,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-350147-2,MP,350,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-350160-2,MP,350,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-350173-2,MP,350,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-400014-2,MP,400,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,74.0
MP-400026-2,MP,400,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-400060-2,MP,400,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-400125-2,MP,400,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-400147-2,MP,400,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-400160-2,MP,400,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-400173-2,MP,400,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-401014-2,MP,401,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,74.0
MP-401026-2,MP,401,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-401060-2,MP,401,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-401125-2,MP,401,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-401147-2,MP,401,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-401160-2,MP,401,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-401173-2,MP,401,173,3.167e+10,1.206e+09,9.656e+06,5.636e-14,0.01,1.313e-05,1.935,0,1000.0,50.0,312.0,30.0,51.4,42.6
MP-520014-2,MP,520,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,72.0
MP-520026-2,MP,520,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-520060-2,MP,520,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-520125-2,MP,520,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-520147-2,MP,520,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-520160-2,MP,520,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-521014-2,MP,521,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,72.0
MP-521026-2,MP,521,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-521060-2,MP,521,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-521125-2,MP,521,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-521147-2,MP,521,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-521160-2,MP,521,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-600014-2,MP,600,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,72.0
MP-600026-2,MP,600,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-600060-2,MP,600,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-600125-2,MP,600,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-600147-2,MP,600,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-600160-2,MP,600,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MP-601014-2,MP,601,14,1e+06,1.937e+08,3.425e+06,2.282e-14,0.01,2.147e-08,2.164,0,300.0,100.0,170.0,200.0,83.0,72.0
MP-601026-2,MP,601,26,1e+06,5.388e+08,6.997e+06,1.628e-14,0.01,6.894e-09,2.592,0,500.0,100.0,213.0,200.0,61.2,51.2
MP-601060-2,MP,601,60,9.919e+09,9.488e+08,4.486e+06,3.238e-14,0.01,1.212e-06,1.961,0,1000.0,50.0,359.0,100.0,49.6,40.8
MP-601125-2,MP,601,125,2.193e+10,1.308e+09,9.301e+06,3.087e-14,0.01,7.875e-06,1.874,0,1000.0,50.0,249.0,40.0,55.8,47.3
MP-601147-2,MP,601,147,1.208e+10,1.566e+09,3.762e+06,2.047e-14,0.01,8.104e-07,2.519,0,1000.0,50.0,250.0,40.0,53.2,41.8
MP-601160-2,MP,601,160,1e+06,2.789e+09,7.968e+06,3.882e-14,0.01,9.351e-07,2.526,0,1000.0,50.0,211.0,40.0,49.0,37.7
MS-014014-8,MS,014,14,1e+06,1.814e+08,3.377e+06,2.628e-14,0.01,9.443e-07,1.533,0,300.0,100.0,180.0,200.0,75.9,70.4
MS-014026-8,MS,014,26,1e+06,4.969e+08,3.993e+06,2.867e-14,0.01,2.061e-07,1.995,0,500.0,100.0,295.0,200.0,55.4,46.3
MS-014040-8,MS,014,40,1e+06,6.961e+08,5.397e+06,4.127e-14,0.01,2.655e-06,1.703,0,1000.0,50.0,441.0,100.0,59.6,52.0
MS-014060-8,MS,014,60,7.89e+09,7.111e+08,8.98e+06,2.846e-14,0.01,2.151e-06,1.841,0,1000.0,50.0,323.0,100.0,49.2,40.9
MS-014075-8,MS,014,75,7.89e+09,7.111e+08,8.98e+06,2.846e-14,0.01,3.414e-06,1.841,0,1000.0,50.0,323.0,80.0,47.9,39.6
MS-014090-8,MS,014,90,7.89e+09,7.111e+08,8.98e+06,2.846e-14,0.01,3.994e-06,1.883,0,1000.0,50.0,323.0,50.0,61.3,52.9
