"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","Vgs (V)","Vgs(th) Max (V)","ID Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"NTMJS0D9N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.81, ","20, ","4, ","342, ","4.2, ","-, ","-, ","-, ","117, ","7400, ","28, ","148, ","4600, ","127, ","LFPAK-8 ","1 ","260 ","0.9877 ",
"NTMJS0D9N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","0.82, ","20, ","2, ","330, ","3.8, ","-, ","1.2, ","66, ","143, ","8862, ","22, ","126, ","3328, ","77, ","LFPAK-8 ","1 ","260 ","0.9187 ",
"NTMJS1D0N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.92, ","20, ","3.5, ","300, ","3.9, ","-, ","-, ","-, ","86, ","6100, ","14, ","159, ","3400, ","70, ","LFPAK-8 ","1 ","260 ","1.4587 ",
"NTMJS1D2N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","1.2, ","±20, ","2, ","237, ","128, ","-, ","1.8, ","44, ","93, ","5600, ","-, ","43, ","2600, ","70, ","LFPAK-8 ","1 ","260 ","0.7656 ",
"NTMJS1D3N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","1.3, ","±20, ","3.5, ","235, ","128, ","-, ","-, ","-, ","65, ","4300, ","-, ","92, ","2100, ","59, ","LFPAK-8 ","1 ","260 ","1.2003 ",
"NTMJS1D4N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","1.3, ","20, ","2, ","262, ","4, ","-, ","1.8, ","47, ","103, ","7430, ","11, ","175, ","3500, ","57, ","LFPAK-8 ","1 ","260 ","0.9497 ",
"NTMJS1D5N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","1.55, ","±20, ","2, ","185, ","107, ","-, ","2.44, ","32, ","70, ","4300, ","9, ","80, ","1900, ","72, ","LFPAK-8 ","1 ","260 ","0.6828 ",
"NTMJS1D6N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","1.36, ","20, ","2, ","250, ","167, ","~NA~, ","2.3, ","41, ","91, ","6660, ","10.9, ","105, ","2953, ","45, ","LFPAK-8 ","1 ","260 ","0.8823 ",
"NTMJS2D5N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","2.5, ","±20, ","2, ","150, ","110, ","-, ","3.3, ","24, ","52, ","3600, ","4.5, ","60, ","1700, ","28, ","LFPAK-8 ","1 ","260 ","0.6975 ",
"NTMJST1D4N06CLTXG","Active","H Pb A  ","N-Channel, ","PowerTrench® T1, ","Power 56 TCPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","1.49, ","20, ","2, ","198, ","116, ","~NA~, ","~NA~, ","~NA~, ","92.2, ","6555, ","10.5, ","119, ","3695, ","37.5, ","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","0.9864 ",
"NTMJST2D6N08HTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 TCPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","2.8, ","20, ","4, ","131.5, ","116, ","~NA~, ","~NA~, ","~NA~, ","68, ","4405, ","16, ","84, ","645, ","25, ","TCPAK10 5.1x7.5, 1.0P ","1 ","260 ","1.3788 ",
"NTMTS001N06CTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","0.91, ","20, ","4, ","376, ","5, ","~NA~, ","~NA~, ","~NA~, ","113, ","8705, ","16.3, ","236, ","6690, ","107, ","DFNW-8 ","1 ","260 ","1.3525 ",
"NTMTS001N06CLTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","0.81, ","20, ","2.2, ","398.2, ","5, ","-, ","1.05, ","74.3, ","165, ","12300, ","14.7, ","229, ","6225, ","130, ","DFNW-8 ","1 ","260 ","1.3525 ",
"NTMTS002N08MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","2, ","20, ","4, ","229, ","3.3, ","-, ","-, ","-, ","89, ","6350, ","19, ","71, ","2100, ","93, ","DFNW-8 ","1 ","260 ","2.8057 ",
"NTMTS002N10MCTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2.3, ","20, ","4, ","236, ","235, ","~NA~, ","~NA~, ","~NA~, ","89, ","6305, ","~NA~, ","-, ","3405, ","37, ","DFNW-8 ","1 ","260 ","3.6867 ",
"NTMTS0D4N04CTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.45, ","20, ","4, ","553, ","244, ","~NA~, ","~NA~, ","~NA~, ","251, ","16500, ","~NA~, ","338, ","8310, ","607, ","DFNW-8 ","1 ","260 ","1.8512 ",
"NTMTS0D4N04CLTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","0.4, ","20, ","2.5, ","553.8, ","5, ","-, ","0.64, ","163, ","341, ","20600, ","52.1, ","336, ","9500, ","709, ","DFNW-8 ","1 ","260 ","1.7188 ",
"NTMTS0D6N04CTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.48, ","20, ","4, ","533, ","5, ","-, ","-, ","-, ","187, ","11800, ","38.2, ","274, ","7030, ","199, ","DFNW-8 ","1 ","260 ","1.4766 ",
"NTMTS0D6N04CLTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","0.42, ","20, ","4, ","554.5, ","5, ","-, ","0.66, ","126, ","265, ","16013, ","38.4, ","228, ","6801, ","299, ","DFNW-8 ","1 ","260 ","1.3938 ",
"NTMTS0D7N04CTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","0.67, ","20, ","4, ","420, ","4.9, ","-, ","-, ","-, ","140, ","9230, ","28.3, ","191, ","4730, ","126, ","DFNW-8 ","1 ","260 ","1.2465 ",
"NTMTS0D7N06CTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","60, ","0.72, ","20, ","4, ","464, ","124, ","~NA~, ","~NA~, ","~NA~, ","152, ","11535, ","~NA~, ","324, ","8010, ","174, ","DFNW-8 ","1 ","260 ","1.7515 ",
"NTMTS0D7N06CLTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 88, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","0.68, ","20, ","2.5, ","464, ","5, ","-, ","0.9, ","103, ","225, ","16200, ","20.7, ","307, ","8490, ","270, ","DFNW-8 ","1 ","260 ","1.6739 ",
"NTMTS1D2N08H","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.1, ","20, ","4, ","335, ","5, ","-, ","-, ","-, ","147, ","10100, ","32, ","189, ","1455, ","43, ","DFNW-8 ","1 ","260 ","2.8024 ",
"NTMTS1D5N08H","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.5, ","20, ","4, ","255, ","4.2, ","-, ","-, ","-, ","125, ","8220, ","29, ","146, ","1190, ","31, ","DFNW-8 ","1 ","260 ","2.2865 ",
"NTMTS1D5N08MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.56, ","20, ","4, ","287, ","3.3, ","-, ","-, ","-, ","101, ","7420, ","21, ","89, ","2555, ","101, ","DFNW-8 ","1 ","260 ","3.6125 ",
"NTMTS1D6N10MCTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","1.7, ","20, ","4, ","273, ","291, ","~NA~, ","~NA~, ","~NA~, ","106, ","7630, ","~NA~, ","385, ","4260, ","80, ","DFNW-8 ","1 ","260 ","2.645 ",
"NTMTS4D3N15MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","4.45, ","20, ","4.5, ","174, ","5, ","-, ","-, ","-, ","79, ","6514, ","11, ","194, ","1750, ","12.5, ","DFNW-8 ","1 ","260 ","3.5346 ",
"NTMTS6D0N15MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","6.4, ","20, ","4.5, ","135, ","4.9, ","~NA~, ","~NA~, ","~NA~, ","58, ","4815, ","8, ","125, ","1482, ","9.7, ","DFNW-8 ","1 ","260 ","2.7053 ",
"NTMTSC002N10MCTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88 Dual Cool, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","2, ","20, ","4, ","236, ","5.1, ","-, ","-, ","-, ","89, ","6305, ","3405, ","44, ","3405, ","37, ","DFNW-8 ","1 ","260 ","2.6858 ",
"NTMTSC1D5N08MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88 Dual Cool, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","80, ","1.56, ","±20, ","4, ","287, ","250, ","~NA~, ","~NA~, ","~NA~, ","101, ","7420, ","~NA~, ","89, ","2555, ","101, ","DFNW-8 ","1 ","260 ","3.5895 ",
"NTMTSC1D6N10MCTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88 Dual Cool, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","1.7, ","20, ","4, ","267, ","291, ","~NA~, ","~NA~, ","-, ","106, ","7630, ","22, ","385, ","4260, ","80, ","DFNW-8 ","1 ","260 ","3.0603 ",
"NTMTSC4D2N10GTXG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88 Dual Cool, ","Low-Medium Voltage, ","Standard, ","Wide SOA, ","Single, ","0, ","100, ","4.2, ","20, ","4, ","178, ","125, ","~NA~, ","~NA~, ","~NA~, ","159, ","10450, ","~NA~, ","595, ","1050, ","158, ","DFNW-8 ","1 ","260 ","2.8545 ",
"NTMTSC4D3N15MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 88 Dual Cool, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","4.45, ","20, ","4.5, ","174, ","5, ","-, ","-, ","-, ","79, ","6514, ","11, ","194, ","1750, ","12.5, ","DFNW-8 ","1 ","260 ","2.9455 ",
"NTMYS003N08LHTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","3.3, ","20, ","2, ","132, ","3.8, ","-, ","4.3, ","31, ","64, ","3735, ","10.5, ","66, ","458, ","19, ","LFPAK-4 ","1 ","260 ","1.3888 ",
"NTMYS006N08LHTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","6.2, ","20, ","2, ","77, ","3.7, ","-, ","7.8, ","16, ","34, ","1950, ","5.5, ","45, ","250, ","11, ","LFPAK-4 ","1 ","260 ","1.092 ",
"NTMYS008N08LHTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","8.8, ","20, ","2, ","59, ","3.7, ","-, ","11, ","12, ","25, ","1420, ","4.3, ","36, ","192, ","11, ","LFPAK-4 ","1 ","260 ","0.9208 ",
"NTMYS010N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","10.3, ","20, ","2, ","38, ","3.8, ","-, ","17.6, ","3.4, ","7.3, ","570, ","1, ","6, ","230, ","11, ","LFPAK-4 ","1 ","260 ","0.484 ",
"NTMYS011N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","12, ","±20, ","3.5, ","35, ","28, ","-, ","-, ","-, ","7.9, ","420, ","-, ","6.7, ","230, ","11, ","LFPAK-4 ","1 ","260 ","0.4768 ",
"NTMYS013N08LHTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","13.1, ","20, ","2, ","42, ","3.6, ","-, ","17, ","8, ","17, ","906, ","2.9, ","25, ","116, ","6, ","LFPAK-4 ","1 ","260 ","0.9566 ",
"NTMYS014N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","14.5, ","20, ","2.2, ","42, ","3.1, ","-, ","20.54, ","4.7, ","10, ","640, ","1, ","-, ","313, ","7.7, ","LFPAK-4 ","1 ","260 ","0.4553 ",
"NTMYS020N08LHTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","19.5, ","20, ","2, ","30, ","3.5, ","-, ","25, ","6, ","12, ","623, ","2.1, ","21, ","82, ","5, ","LFPAK-4 ","1 ","260 ","0.859 ",
"NTMYS021N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","21, ","±20, ","2, ","26, ","28, ","-, ","31.5, ","2.5, ","5, ","410, ","-, ","7, ","210, ","7, ","LFPAK-4 ","1 ","260 ","0.4401 ",
"NTMYS025N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","27.5, ","±20, ","2, ","21, ","24, ","-, ","43, ","2.7, ","5.8, ","330, ","-, ","7.5, ","172, ","5, ","LFPAK-4 ","1 ","260 ","0.4547 ",
"NTMYS029N08LHTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","80, ","29, ","20, ","2, ","22, ","3.5, ","-, ","38, ","4, ","9, ","431, ","1.4, ","16, ","55, ","4, ","LFPAK-4 ","1 ","260 ","0.8249 ",
"NTMYS1D2N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","1.1, ","20, ","2, ","258, ","3.9, ","-, ","1.7, ","52, ","109, ","6330, ","20, ","107, ","3000, ","118, ","LFPAK-4 ","1 ","260 ","0.788 ",
"NTMYS1D3N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","1.15, ","20, ","3.5, ","252, ","3.9, ","-, ","-, ","-, ","74, ","4855, ","16, ","105, ","2565, ","71, ","LFPAK-4 ","1 ","260 ","0.0 ",
"NTMYS2D4N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","2.3, ","±20, ","4, ","140, ","83, ","-, ","-, ","-, ","32, ","2100, ","-, ","40, ","1100, ","40, ","LFPAK-4 ","1 ","260 ","0.6124 ",
"NTMYS2D9N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","2.8, ","20, ","2, ","110, ","3.7, ","-, ","4.4, ","16, ","35, ","2100, ","5, ","31, ","1000, ","42, ","LFPAK-4 ","1 ","260 ","0.8622 ",
"NTMYS3D3N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","3, ","±20, ","2, ","133, ","100, ","-, ","4.2, ","18.4, ","40.7, ","2880, ","-, ","28, ","1680, ","22, ","LFPAK-4 ","1 ","260 ","1.0061 ",
"NTMYS3D5N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","3.3, ","20, ","3.5, ","102, ","3.6, ","-, ","-, ","-, ","23, ","1600, ","3.5, ","23, ","830, ","28, ","LFPAK-4 ","1 ","260 ","0.8622 ",
"NTMYS3D8N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","3.7, ","20, ","2, ","87, ","55, ","~NA~, ","6, ","8.2, ","18, ","1600, ","2.1, ","29, ","590, ","21, ","LFPAK-4 ","1 ","260 ","0.5313 ",
"NTMYS4D1N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","4, ","20, ","2, ","100, ","3.7, ","-, ","5.7, ","16, ","34, ","2200, ","5.1, ","32, ","900, ","17, ","LFPAK-4 ","1 ","260 ","0.6438 ",
"NTMYS4D5N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","4.5, ","20, ","3.5, ","80, ","55, ","~NA~, ","~NA~, ","~NA~, ","18, ","1150, ","~NA~, ","18, ","600, ","25, ","LFPAK-4 ","1 ","260 ","0.532 ",
"NTMYS4D6N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","4.5, ","20, ","2, ","78, ","3.6, ","-, ","7.2, ","11, ","23, ","1300, ","3, ","12, ","530, ","22, ","LFPAK-4 ","1 ","260 ","0.5206 ",
"NTMYS5D3N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","5.3, ","±20, ","3.5, ","71, ","50, ","-, ","-, ","-, ","16, ","1000, ","-, ","16, ","530, ","22, ","LFPAK-4 ","1 ","260 ","0.5206 ",
"NTMYS6D2N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","6.1, ","20, ","2, ","71, ","61, ","~NA~, ","8.8, ","9, ","20, ","1400, ","~NA~, ","19, ","690, ","15, ","LFPAK-4 ","1 ","260 ","0.5113 ",
"NTMYS7D3N04CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","40, ","7.3, ","±20, ","2, ","52, ","3.8, ","-, ","12, ","7, ","16, ","860, ","-, ","11, ","360, ","15, ","LFPAK-4 ","1 ","260 ","0.4978 ",
"NTMYS8D0N04CTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","40, ","8.1, ","±20, ","3.5, ","49, ","37, ","-, ","-, ","-, ","10, ","625, ","-, ","11, ","335, ","15, ","LFPAK-4 ","1 ","260 ","0.494 ",
"NTMYS9D3N06CLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T6, ","Power 56 LFPAK, ","Low-Medium Voltage, ","Logic, ","0, ","Single, ","0, ","60, ","9.2, ","20, ","2, ","50, ","46, ","~NA~, ","13, ","4.5, ","9.5, ","880, ","~NA~, ","18, ","450, ","11, ","LFPAK-4 ","1 ","260 ","0.7612 ",
"NTP011N15MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","TO-220, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","10.9, ","±20, ","4.5, ","74.3, ","136.4, ","~NA~, ","~NA~, ","~NA~, ","37, ","2810, ","~NA~, ","210, ","840, ","14, ","TO-220-3 ","NA ","0 ","1.3308 ",
"NTP5D0N15MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","TO-220, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","5, ","±20, ","4.5, ","139, ","2.4, ","~NA~, ","~NA~, ","~NA~, ","75, ","6300, ","~NA~, ","189, ","1900, ","13, ","TO-220-3 ","NA ","0 ","2.2627 ",
"NTP6410ANG","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","13, ","20, ","4, ","76, ","188, ","-, ","-, ","3.1, ","120, ","4500, ","57, ","300, ","650, ","250, ","TO-220-3 ","NA ","0 ","1.6844 ",
"NTP6412ANG","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","100, ","18.2, ","20, ","4, ","58, ","167, ","-, ","-, ","2.5, ","73, ","2700, ","35, ","270, ","400, ","150, ","TO-220-3 ","NA ","0 ","1.0152 ",
"NTP7D3N15MC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","TO-220, ","Low-Medium Voltage, ","Standard, ","0, ","Single, ","0, ","150, ","7.3, ","±20, ","4.5, ","101, ","166, ","~NA~, ","~NA~, ","~NA~, ","53, ","4250, ","~NA~, ","247, ","1250, ","15, ","TO-220-3 ","NA ","0 ","1.9099 ",
"NTTBC070NP10M5L","Active","H Pb   ","Complementary, ","PowerTrench® T1, ","Power 33 (u8FL), ","Low-Medium Voltage, ","Logic, ","0, ","Dual Series, ","0, ","±100, ","N:70, P:186, ","20, ","3, ","9.5, ","14, ","~NA~, ","N:102, ","3, ","N:5.6 / P:7.3, ","252, ","1.1, ","N:8/P:53, ","64, ","3, ","WDFN-8 ","1 ","260 ","0.4411 ",
"NTTFD018N08LC","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","80, ","18, ","20, ","2.5, ","26, ","1.7, ","-, ","29, ","6, ","12.4, ","856, ","1.71, ","51, ","230, ","10, ","WQFN-12 ","1 ","260 ","1.3826 ",
"NTTFD021N08C","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 33, ","Low-Medium Voltage, ","Standard, ","0, ","Dual, ","0, ","80, ","21, ","20, ","4, ","24, ","1.7, ","-, ","-, ","-, ","8.4, ","572, ","1.8, ","82.5, ","227, ","11, ","WQFN-12 ","1 ","260 ","1.4653 ",
"NTTFD022N10C","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 33, ","Low-Medium Voltage, ","Standard, ","0, ","Dual, ","0, ","100, ","25, ","20, ","4, ","24, ","1.7, ","-, ","-, ","-, ","9, ","585, ","2, ","35, ","354, ","8, ","WQFN-12 ","1 ","260 ","1.4197 ",
"NTTFD1D8N02P1E","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 33 (u8FL), ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","25, ","Q1 = 42, Q2 = 1.4, ","+16, -12, ","2, ","Q1 = 61, Q2 = 126, ","Q1 = 25, Q2 = 36, ","N/A, ","Q1 = 5.3, Q2 = 1.8, ","Q1 = 9.5, Q2 = 19.1, ","Q1 = 12, Q2 = 37.5, ","Q1 = 873, Q2 = 2700, ","Q1 = 1, Q2 = 2.7, ","N/A, ","Q1 = 243, Q2 = 748, ","Q1 = 19, Q2 = 48, ","PQFN-8 ","1 ","260 ","0.6902 ",
"NTTFD2D8N03P1E","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","30, ","2.5, ","+16, -12, ","3, ","80, ","26, ","N/A, ","3, ","9.5, ","20.8, ","1500, ","2, ","N/A, ","483, ","29, ","WQFN-12 ","1 ","260 ","1.0174 ",
"NTTFD4D0N04HLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","40, ","4.5, ","20, ","2, ","60, ","1.7, ","-, ","7, ","8.6, ","18, ","1100, ","3.2, ","9, ","271, ","22, ","WQFN-12 ","1 ","260 ","0.7487 ",
"NTTFD4D1N03P1E","Active","H Pb   ","N-Channel, ","PowerTrench® T8, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","30, ","4.3, ","16, ","2.2, ","54, ","20, ","~NA~, ","4.5, ","6.7, ","15, ","1103, ","1.4, ","9.4, ","309, ","19, ","WQFN-12 ","1 ","260 ","0.5879 ",
"NTTFD9D0N06HLTWG","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 33, ","Low-Medium Voltage, ","Logic, ","0, ","Dual, ","0, ","60, ","9, ","20, ","2, ","38, ","1.7, ","-, ","13, ","6.4, ","13.5, ","948, ","2.8, ","14, ","188, ","12.3, ","WQFN-12 ","1 ","260 ","0.8099 ",
