Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,Polarity,Datasheet link,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
AIMZA75R040M2H,https://www.infineon.com/part/AIMZA75R040M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R040M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,40 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r040m2h-datasheet-en.pdf,,,,,,,,,,
AIMZA75R033M2H,https://www.infineon.com/part/AIMZA75R033M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R033M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,47 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r033m2h-datasheet-en.pdf,,,,,,,,,,
AIMZA75R025M2H,https://www.infineon.com/part/AIMZA75R025M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R025M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,60 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r025m2h-datasheet-en.pdf,,,,,,,,,,
AIMZA75R020M2H,https://www.infineon.com/part/AIMZA75R020M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R020M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,72 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r020m2h-datasheet-en.pdf,,,,,,,,,,
AIMZA75R016M2H,https://www.infineon.com/part/AIMZA75R016M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R016M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,85 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r016m2h-datasheet-en.pdf,,,,,,,,,,
IMZA75R060M2H,https://www.infineon.com/part/IMZA75R060M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R060M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,28 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r060m2h-datasheet-en.pdf,,,,,,,,,,
AIMBF170R650M1,https://www.infineon.com/part/AIMBF170R650M1,https://www.infineon.com/package/PG-TO263-7-13,active and preferred,AIMBF170R650M1XTMA1,PG-TO263-7,,Automotive,1700 V,15 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimbf170r650m1-datasheet-en.pdf,,,,,,,,,,
AIMBF170R1K0M1,https://www.infineon.com/part/AIMBF170R1K0M1,https://www.infineon.com/package/PG-TO263-7-13,active and preferred,AIMBF170R1K0M1XTMA1,PG-TO263-7,,Automotive,1700 V,7.4 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimbf170r1k0m1-datasheet-en.pdf,,,,,,,,,,
AIMBF170R450M1,https://www.infineon.com/part/AIMBF170R450M1,https://www.infineon.com/package/PG-TO263-7-13,active and preferred,AIMBF170R450M1XTMA1,PG-TO263-7,,Automotive,1700 V,11.2 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimbf170r450m1-datasheet-en.pdf,,,,,,,,,,
IMBG75R020M2H,https://www.infineon.com/part/IMBG75R020M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R020M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,79 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r020m2h-datasheet-en.pdf,,,,,,,,,,
IMBG75R011M2H,https://www.infineon.com/part/IMBG75R011M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R011M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,129 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r011m2h-datasheet-en.pdf,,,,,,,,,,
IMBG75R016M2H,https://www.infineon.com/part/IMBG75R016M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R016M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,93 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r016m2h-datasheet-en.pdf,,,,,,,,,,
AIMBG75R020M2H,https://www.infineon.com/part/AIMBG75R020M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R020M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,79 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r020m2h-datasheet-en.pdf,,,,,,,,,,
IMDQ75R011M2H,https://www.infineon.com/part/IMDQ75R011M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ75R011M2HXTMA1,PG-HDSOP-22,Q-DPAK,Industrial,750 V,148 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq75r011m2h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R011M2H,https://www.infineon.com/part/AIMDQ75R011M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R011M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,148 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r011m2h-datasheet-en.pdf,,,,,,,,,,
IPP65R045C7,https://www.infineon.com/part/IPP65R045C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP65R045C7XKSA1,PG-TO220-3,TO220,Industrial,650 V,46 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r045c7-ds-en.pdf,3.5 V,3 V,4 V,45 mΩ,93 nC,4.6 ,,,,
IPW65R095C7,https://www.infineon.com/part/IPW65R095C7,https://www.infineon.com/package/PG-TO247-3-44,active and preferred,IPW65R095C7XKSA1,PG-TO247-3,TO247,Industrial,650 V,24 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r095c7-ds-en.pdf,3.5 V,3 V,4 V,95 mΩ,45 nC,2.57 ,,,,
IPA65R190C7,https://www.infineon.com/part/IPA65R190C7,,active and preferred,IPA65R190C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,650 V,8 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa65r190c7-datasheet-en.pdf,3.5 V,3 V,4 V,190 mΩ,23 nC,1.07 ,,,,
IPA65R065C7,https://www.infineon.com/part/IPA65R065C7,,active and preferred,IPA65R065C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,650 V,15 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa65r065c7-datasheet-en.pdf,3.5 V,3 V,4 V,65 mΩ,64 nC,3.07 ,,,,
IPD65R225C7,https://www.infineon.com/part/IPD65R225C7,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD65R225C7ATMA1,PG-TO252-3,DPAK,Industrial,650 V,11 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd65r225c7-datasheet-en.pdf,3.5 V,3 V,4 V,225 mΩ,20 nC,0.83 ,,,,
IPB65R065C7,https://www.infineon.com/part/IPB65R065C7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R065C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,33 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r065c7-ds-en.pdf,3.5 V,3 V,4 V,65 mΩ,64 nC,3.33 ,,,,
IPB65R095C7,https://www.infineon.com/part/IPB65R095C7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R095C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,24 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r095c7-ds-en.pdf,3.5 V,3 V,4 V,95 mΩ,45 nC,2.3 ,,,,
IPA65R125C7,https://www.infineon.com/part/IPA65R125C7,,active and preferred,IPA65R125C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,650 V,10 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa65r125c7-datasheet-en.pdf,3.5 V,3 V,4 V,125 mΩ,35 nC,1.66 ,,,,
IPB65R190C7,https://www.infineon.com/part/IPB65R190C7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R190C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,13 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r190c7-ds-en.pdf,3.5 V,3 V,4 V,190 mΩ,23 nC,1.11 ,,,,
IPP65R065C7,https://www.infineon.com/part/IPP65R065C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP65R065C7XKSA1,PG-TO220-3,TO220,Industrial,650 V,33 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r065c7-ds-en.pdf,3.5 V,3 V,4 V,65 mΩ,64 nC,3.07 ,,,,
IPP65R095C7,https://www.infineon.com/part/IPP65R095C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP65R095C7XKSA1,PG-TO220-3,TO220,Industrial,650 V,24 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r095c7-ds-en.pdf,3.5 V,3 V,4 V,95 mΩ,45 nC,2.27 ,,,,
IPD65R190C7,https://www.infineon.com/part/IPD65R190C7,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD65R190C7ATMA1,PG-TO252-3,DPAK,Industrial,650 V,13 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd65r190c7-datasheet-en.pdf,3.5 V,3 V,4 V,190 mΩ,23 nC,0.97 ,,,,
IPL65R130C7,https://www.infineon.com/part/IPL65R130C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R130C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,15 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r130c7-ds-en.pdf,3.5 V,3 V,4 V,130 mΩ,35 nC,1.76 ,,,,
IPL65R099C7,https://www.infineon.com/part/IPL65R099C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R099C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,21 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r099c7-ds-en.pdf,3.5 V,3 V,4 V,99 mΩ,45 nC,2.25 ,,,,
IPL65R195C7,https://www.infineon.com/part/IPL65R195C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R195C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,12 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r195c7-ds-en.pdf,3.5 V,3 V,4 V,195 mΩ,23 nC,1.12 ,,,,
IPL65R230C7,https://www.infineon.com/part/IPL65R230C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R230C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,10 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r230c7-ds-en.pdf,3.5 V,3 V,4 V,230 mΩ,20 nC,0.91 ,,,,
IPW60R180C7,https://www.infineon.com/part/IPW60R180C7,https://www.infineon.com/package/PG-TO247-3-44,active and preferred,IPW60R180C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,13 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r180c7-ds-en.pdf,3.5 V,3 V,4 V,180 mΩ,24 nC,1.42 ,,,,
IPP60R099C7,https://www.infineon.com/part/IPP60R099C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R099C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,22 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r099c7-ds-en.pdf,3.5 V,3 V,4 V,99 mΩ,42 nC,2.1 ,,,,
IPP60R060C7,https://www.infineon.com/part/IPP60R060C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R060C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,35 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r060c7-ds-en.pdf,3.5 V,3 V,4 V,60 mΩ,68 nC,3.14 ,,,,
IPA60R120C7,https://www.infineon.com/part/IPA60R120C7,https://www.infineon.com/package/PG-TO220-3-253,active and preferred,IPA60R120C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,11 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r120c7-datasheet-en.pdf,3.5 V,3 V,4 V,120 mΩ,34 nC,1.62 ,,,,
IPA60R060C7,https://www.infineon.com/part/IPA60R060C7,https://www.infineon.com/package/PG-TO220-3-253,active and preferred,IPA60R060C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,16 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r060c7-datasheet-en.pdf,3.5 V,3 V,4 V,60 mΩ,68 nC,3.18 ,,,,
IPP60R120C7,https://www.infineon.com/part/IPP60R120C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R120C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,19 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r120c7-ds-en.pdf,3.5 V,3 V,4 V,120 mΩ,34 nC,1.63 ,,,,
IPL60R065C7,https://www.infineon.com/part/IPL60R065C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R065C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,29 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r065c7-ds-en.pdf,3.5 V,3 V,4 V,65 mΩ,68 nC,3.06 ,,,,
IPL60R125C7,https://www.infineon.com/part/IPL60R125C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R125C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,17 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r125c7-ds-en.pdf,3.5 V,3 V,4 V,125 mΩ,34 nC,1.66 ,,,,
IPL60R104C7,https://www.infineon.com/part/IPL60R104C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R104C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,20 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r104c7-ds-en.pdf,3.5 V,3 V,4 V,104 mΩ,42 nC,2.12 ,,,,
IPA80R1K4P7,https://www.infineon.com/part/IPA80R1K4P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA80R1K4P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r1k4p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.42 ,,,,
IPA80R280P7,https://www.infineon.com/part/IPA80R280P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA80R280P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,17 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r280p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,280 mΩ,36 nC,1.15 ,,,,
IPA80R450P7,https://www.infineon.com/part/IPA80R450P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA80R450P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,11 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r450p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,450 mΩ,24 nC,0.72 ,,,,
IPD80R1K4P7,https://www.infineon.com/part/IPD80R1K4P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R1K4P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r1k4p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.32 ,,,,
IPD80R4K5P7,https://www.infineon.com/part/IPD80R4K5P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R4K5P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,1.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r4k5p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,4500 mΩ,4 nC,0.21 ,,,,
IPD80R280P7,https://www.infineon.com/part/IPD80R280P7,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD80R280P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,17 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r280p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,280 mΩ,36 nC,1.08 ,,,,
IPD80R450P7,https://www.infineon.com/part/IPD80R450P7,https://www.infineon.com/package/PG-TO252-3-341,active and preferred,IPD80R450P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,11 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r450p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,450 mΩ,24 nC,0.68 ,,,,
IPU80R4K5P7,https://www.infineon.com/part/IPU80R4K5P7,https://www.infineon.com/package/PG-TO251-3-341,active and preferred,IPU80R4K5P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,1.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r4k5p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,4500 mΩ,4 nC,0.21 ,,,,
IPD70R360P7S,https://www.infineon.com/part/IPD70R360P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R360P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,12.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r360p7s-datasheet-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.29 ,,,,
IPA70R360P7S,https://www.infineon.com/part/IPA70R360P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA70R360P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,700 V,12.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa70r360p7s-datasheet-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.39 ,,,,
IPD70R600P7S,https://www.infineon.com/part/IPD70R600P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R600P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,8.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r600p7s-datasheet-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.23 ,,,,
IPA70R600P7S,https://www.infineon.com/part/IPA70R600P7S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA70R600P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,700 V,8.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa70r600p7s-datasheet-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.31 ,,,,
IPD70R900P7S,https://www.infineon.com/part/IPD70R900P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R900P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r900p7s-datasheet-en.pdf,3 V,2.5 V,3.5 V,900 mΩ,6.8 nC,0.18 ,,,,
IPD70R1K4P7S,https://www.infineon.com/part/IPD70R1K4P7S,https://www.infineon.com/package/PG-TO252-3-344,active and preferred,IPD70R1K4P7SAUMA1,PG-TO252-3,DPAK,Standard,700 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd70r1k4p7s-datasheet-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,4.7 nC,0.17 ,,,,
IPP60R360P7,https://www.infineon.com/part/IPP60R360P7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R360P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r360p7-ds-en.pdf,3.5 V,3 V,4 V,360 mΩ,13 nC,0.53 ,,,,
IPD60R360P7,https://www.infineon.com/part/IPD60R360P7,https://www.infineon.com/package/PG-TO252-3-342,active and preferred,IPD60R360P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r360p7-datasheet-en.pdf,3.5 V,3 V,4 V,360 mΩ,13 nC,0.42 ,,,,
IPL60R185P7,https://www.infineon.com/part/IPL60R185P7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R185P7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,19 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r185p7-ds-en.pdf,3.5 V,3 V,4 V,185 mΩ,25 nC,0.81 ,,,,
IPW60R180P7,https://www.infineon.com/part/IPW60R180P7,https://www.infineon.com/package/PG-TO247-3-41,active and preferred,IPW60R180P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,18 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r180p7-ds-en.pdf,3.5 V,3 V,4 V,180 mΩ,25 nC,1.12 ,,,,
IPA60R360P7,https://www.infineon.com/part/IPA60R360P7,https://www.infineon.com/package/PG-TO220-3-317,active and preferred,IPA60R360P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,9 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r360p7-datasheet-en.pdf,3.5 V,3 V,4 V,360 mΩ,13 nC,0.53 ,,,,
IPAN70R600P7S,https://www.infineon.com/part/IPAN70R600P7S,,active and preferred,IPAN70R600P7SXKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Standard,700 V,8.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan70r600p7s-ds-en.pdf,3 V,2.5 V,3.5 V,600 mΩ,10.5 nC,0.33 ,,,,
IPAN70R360P7S,https://www.infineon.com/part/IPAN70R360P7S,,active and preferred,IPAN70R360P7SXKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Standard,700 V,12.5 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan70r360p7s-ds-en.pdf,3 V,2.5 V,3.5 V,360 mΩ,16.4 nC,0.41 ,,,,
IPP60R060P7,https://www.infineon.com/part/IPP60R060P7,https://www.infineon.com/package/PG-TO220-3-123,active and preferred,IPP60R060P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,48 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r060p7-ds-en.pdf,3.5 V,3 V,4 V,60 mΩ,67 nC,2.12 ,,,,
IPP60R080P7,https://www.infineon.com/part/IPP60R080P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R080P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,37 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r080p7-ds-en.pdf,3.5 V,3 V,4 V,80 mΩ,51 nC,1.76 ,,,,
IPP60R120P7,https://www.infineon.com/part/IPP60R120P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R120P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,26 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r120p7-ds-en.pdf,3.5 V,3 V,4 V,120 mΩ,36 nC,1.22 ,,,,
IPA60R060P7,https://www.infineon.com/part/IPA60R060P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R060P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,48 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r060p7-datasheet-en.pdf,3.5 V,3 V,4 V,60 mΩ,67 nC,2.12 ,,,,
IPA60R099P7,https://www.infineon.com/part/IPA60R099P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R099P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,31 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r099p7-datasheet-en.pdf,3.5 V,3 V,4 V,99 mΩ,45 nC,1.49 ,,,,
IPA60R080P7,https://www.infineon.com/part/IPA60R080P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R080P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,37 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r080p7-datasheet-en.pdf,3.5 V,3 V,4 V,80 mΩ,51 nC,1.76 ,,,,
IPA60R120P7,https://www.infineon.com/part/IPA60R120P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R120P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,26 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r120p7-datasheet-en.pdf,3.5 V,3 V,4 V,120 mΩ,36 nC,1.22 ,,,,
IPA60R280P7,https://www.infineon.com/part/IPA60R280P7,https://www.infineon.com/package/PG-TO220-3-313,active and preferred,IPA60R280P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,12 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r280p7-datasheet-en.pdf,3.5 V,3 V,4 V,280 mΩ,18 nC,0.65 ,,,,
IPP60R099P7,https://www.infineon.com/part/IPP60R099P7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R099P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,31 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r099p7-ds-en.pdf,3.5 V,3 V,4 V,99 mΩ,45 nC,1.49 ,,,,
