Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,Polarity,Datasheet link,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IMLT65R075M2H,https://www.infineon.com/part/IMLT65R075M2H,https://www.infineon.com/package/PG-HDSOP-16-6,active and preferred,IMLT65R075M2HXTMA1,PG-HDSOP-16,TOLT,Industrial,650 V,34.7 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imlt65r075m2h-datasheet-en.pdf,,,,,,,,,,
IMLT65R060M2H,https://www.infineon.com/part/IMLT65R060M2H,https://www.infineon.com/package/PG-HDSOP-16-6,active and preferred,IMLT65R060M2HXTMA1,PG-HDSOP-16,TOLT,Industrial,650 V,40 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imlt65r060m2h-datasheet-en.pdf,,,,,,,,,,
AIMBG75R020M1H,https://www.infineon.com/part/AIMBG75R020M1H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R020M1HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,81 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r020m1h-datasheet-en.pdf,,,,,,,,,,
AIMBG75R027M1H,https://www.infineon.com/part/AIMBG75R027M1H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R027M1HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,64 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r027m1h-datasheet-en.pdf,,,,,,,,,,
AIMBG75R090M1H,https://www.infineon.com/part/AIMBG75R090M1H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R090M1HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,24 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r090m1h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R004M2H,https://www.infineon.com/part/AIMDQ75R004M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R004M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,357 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r004m2h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R007M2H,https://www.infineon.com/part/AIMDQ75R007M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R007M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,220 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r007m2h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R016M2H,https://www.infineon.com/part/AIMDQ75R016M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R016M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,103 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r016m2h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R025M2H,https://www.infineon.com/part/AIMDQ75R025M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R025M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,70 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r025m2h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R060M2H,https://www.infineon.com/part/AIMDQ75R060M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R060M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,30 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r060m2h-datasheet-en.pdf,,,,,,,,,,
AIMDQ75R090M1H,https://www.infineon.com/part/AIMDQ75R090M1H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R090M1HXUMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,24 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r090m1h-datasheet-en.pdf,,,,,,,,,,
AIMZA75R008M1H,https://www.infineon.com/part/AIMZA75R008M1H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R008M1HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,163 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r008m1h-datasheet-en.pdf,,,,,,,,,,
IMWH170R1K0M1,https://www.infineon.com/part/IMWH170R1K0M1,https://www.infineon.com/package/PG-TO247-3-67,active and preferred,IMWH170R1K0M1XKSA1,PG-TO247-3,,Industrial,1700 V,,CoolSiC™ G1,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imwh170r1k0m1-datasheet-en.pdf,,,,,,,,,,
IMWH170R450M1,https://www.infineon.com/part/IMWH170R450M1,https://www.infineon.com/package/PG-TO247-3-67,active and preferred,IMWH170R450M1XKSA1,PG-TO247-3,,Industrial,1700 V,,CoolSiC™ G1,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imwh170r450m1-datasheet-en.pdf,,,,,,,,,,
IMWH170R650M1,https://www.infineon.com/part/IMWH170R650M1,https://www.infineon.com/package/PG-TO247-3-67,active and preferred,IMWH170R650M1XKSA1,PG-TO247-3,,Industrial,1700 V,,CoolSiC™ G1,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imwh170r650m1-datasheet-en.pdf,,,,,,,,,,
IMTA65R033M2H,https://www.infineon.com/part/IMTA65R033M2H,https://www.infineon.com/package/PG-LHSOF-4-1,active and preferred,IMTA65R033M2HXTMA1,PG-LHSOF-4,Thin-TOLL,Industrial,650 V,68 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imta65r033m2h-datasheet-en.pdf,,,,,,,,,,
IMTA65R075M2H,https://www.infineon.com/part/IMTA65R075M2H,https://www.infineon.com/package/PG-LHSOF-4-1,active and preferred,IMTA65R075M2HXTMA1,PG-LHSOF-4,Thin-TOLL,Industrial,650 V,30 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imta65r075m2h-datasheet-en.pdf,,,,,,,,,,
IMTA65R026M2H,https://www.infineon.com/part/IMTA65R026M2H,https://www.infineon.com/package/PG-LHSOF-4-1,active and preferred,IMTA65R026M2HXTMA1,PG-LHSOF-4,Thin-TOLL,Industrial,650 V,79 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imta65r026m2h-datasheet-en.pdf,,,,,,,,,,
IMBG40R045M2H,https://www.infineon.com/part/IMBG40R045M2H,https://www.infineon.com/package/PG-TO263-7-11,active and preferred,IMBG40R045M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,400 V,43 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg40r045m2h-datasheet-en.pdf,,,,,,,,,,
IMBG40R036M2H,https://www.infineon.com/part/IMBG40R036M2H,https://www.infineon.com/package/PG-TO263-7-11,active and preferred,IMBG40R036M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,400 V,50 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg40r036m2h-datasheet-en.pdf,,,,,,,,,,
IMBG40R025M2H,https://www.infineon.com/part/IMBG40R025M2H,https://www.infineon.com/package/PG-TO263-7-11,active and preferred,IMBG40R025M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,400 V,68 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg40r025m2h-datasheet-en.pdf,,,,,,,,,,
IMBG40R015M2H,https://www.infineon.com/part/IMBG40R015M2H,https://www.infineon.com/package/PG-TO263-7-11,active and preferred,IMBG40R015M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,400 V,111 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg40r015m2h-datasheet-en.pdf,,,,,,,,,,
IMBG40R011M2H,https://www.infineon.com/part/IMBG40R011M2H,https://www.infineon.com/package/PG-TO263-7-11,active and preferred,IMBG40R011M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,400 V,133 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg40r011m2h-datasheet-en.pdf,,,,,,,,,,
IMT40R045M2H,https://www.infineon.com/part/IMT40R045M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT40R045M2HXTMA1,PG-HSOF-8,TOLL,Industrial,400 V,43 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt40r045m2h-datasheet-en.pdf,,,,,,,,,,
IMT40R036M2H,https://www.infineon.com/part/IMT40R036M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT40R036M2HXTMA1,PG-HSOF-8,TOLL,Industrial,400 V,50 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt40r036m2h-datasheet-en.pdf,,,,,,,,,,
IMT40R025M2H,https://www.infineon.com/part/IMT40R025M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT40R025M2HXTMA1,PG-HSOF-8,TOLL,Industrial,400 V,68 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt40r025m2h-datasheet-en.pdf,,,,,,,,,,
IMT40R015M2H,https://www.infineon.com/part/IMT40R015M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT40R015M2HXTMA1,PG-HSOF-8,TOLL,Industrial,400 V,111 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt40r015m2h-datasheet-en.pdf,,,,,,,,,,
IMT40R011M2H,https://www.infineon.com/part/IMT40R011M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT40R011M2HXTMA1,PG-HSOF-8,TOLL,Industrial,400 V,144 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt40r011m2h-datasheet-en.pdf,,,,,,,,,,
IMBG120R034M2H,https://www.infineon.com/part/IMBG120R034M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG120R034M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,1200 V,58 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imbg120r034m2h-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R030M1T,https://www.infineon.com/part/AIMCQ120R030M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R030M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,78 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r030m1t-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R020M1T,https://www.infineon.com/part/AIMCQ120R020M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R020M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,116 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r020m1t-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R040M1T,https://www.infineon.com/part/AIMCQ120R040M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R040M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,61 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r040m1t-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R080M1T,https://www.infineon.com/part/AIMCQ120R080M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R080M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,34 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r080m1t-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R120M1T,https://www.infineon.com/part/AIMCQ120R120M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R120M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,24 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r120m1t-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R060M1T,https://www.infineon.com/part/AIMCQ120R060M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R060M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,44 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r060m1t-datasheet-en.pdf,,,,,,,,,,
AIMCQ120R160M1T,https://www.infineon.com/part/AIMCQ120R160M1T,https://www.infineon.com/package/PG-HDSOP-22-3,active and preferred,AIMCQ120R160M1TXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,1200 V,18.6 A,CoolSiC™ G1,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimcq120r160m1t-datasheet-en.pdf,,,,,,,,,,
IMZA65R026M2H,https://www.infineon.com/part/IMZA65R026M2H,https://www.infineon.com/package/PG-TO247-4-8,active and preferred,IMZA65R026M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,650 V,64 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza65r026m2h-datasheet-en-09018a9080cae162.pdf,,,,,,,,,,
IMZA65R010M2H,https://www.infineon.com/part/IMZA65R010M2H,https://www.infineon.com/package/PG-TO247-4-8,active and preferred,IMZA65R010M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,650 V,103 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza65r010m2h-datasheet-en.pdf,,,,,,,,,,
IMZA65R033M2H,https://www.infineon.com/part/IMZA65R033M2H,https://www.infineon.com/package/PG-TO247-4-8,active and preferred,IMZA65R033M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,650 V,103 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza65r033m2h-datasheet-en.pdf,,,,,,,,,,
IMZA65R060M2H,https://www.infineon.com/part/IMZA65R060M2H,https://www.infineon.com/package/PG-TO247-4-8,active and preferred,IMZA65R060M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,650 V,103 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza65r060m2h-datasheet-en.pdf,,,,,,,,,,
IMW65R010M2H,https://www.infineon.com/part/IMW65R010M2H,https://www.infineon.com/package/PG-TO247-3-40,active and preferred,IMW65R010M2HXKSA1,PG-TO247-3,TO247,Industrial,650 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imw65r010m2h-datasheet-en.pdf,,,,,,,,,,
IMW65R033M2H,https://www.infineon.com/part/IMW65R033M2H,https://www.infineon.com/package/PG-TO247-3-40,active and preferred,IMW65R033M2HXKSA1,PG-TO247-3,TO247,Industrial,650 V,46 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imw65r033m2h-datasheet-en.pdf,,,,,,,,,,
IMW65R026M2H,https://www.infineon.com/part/IMW65R026M2H,https://www.infineon.com/package/PG-TO247-3-40,active and preferred,IMW65R026M2HXKSA1,PG-TO247-3,TO247,Industrial,650 V,46 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imw65r026m2h-datasheet-en.pdf,,,,,,,,,,
IMW65R060M2H,https://www.infineon.com/part/IMW65R060M2H,https://www.infineon.com/package/PG-TO247-3-40,active and preferred,IMW65R060M2HXKSA1,PG-TO247-3,TO247,Industrial,650 V,46 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imw65r060m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R007M2H,https://www.infineon.com/part/IMZC120R007M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R007M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r007m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R012M2H,https://www.infineon.com/part/IMZC120R012M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R012M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r012m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R017M2H,https://www.infineon.com/part/IMZC120R017M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R017M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r017m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R022M2H,https://www.infineon.com/part/IMZC120R022M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R022M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r022m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R026M2H,https://www.infineon.com/part/IMZC120R026M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R026M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r026m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R034M2H,https://www.infineon.com/part/IMZC120R034M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R034M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r034m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R040M2H,https://www.infineon.com/part/IMZC120R040M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R040M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r040m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R053M2H,https://www.infineon.com/part/IMZC120R053M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R053M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r053m2h-datasheet-en.pdf,,,,,,,,,,
IMZC120R078M2H,https://www.infineon.com/part/IMZC120R078M2H,https://www.infineon.com/package/PG-TO247-4-17,active and preferred,IMZC120R078M2HXKSA1,PG-TO247-4,TO-247-4 HC 8.8mm,Industrial,1200 V,,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imzc120r078m2h-datasheet-en.pdf,,,,,,,,,,
IMDQ65R020M2H,https://www.infineon.com/part/IMDQ65R020M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ65R020M2HXUMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,97 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq65r020m2h-datasheet-en.pdf,,,,,,,,,,
IMDQ65R010M2H,https://www.infineon.com/part/IMDQ65R010M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ65R010M2HXUMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,154 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq65r010m2h-datasheet-en.pdf,,,,,,,,,,
IMDQ65R007M2H,https://www.infineon.com/part/IMDQ65R007M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ65R007M2HXUMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,196 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq65r007m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R060M2H,https://www.infineon.com/part/IMT65R060M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R060M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,41.4 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r060m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R050M2H,https://www.infineon.com/part/IMT65R050M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R050M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,48.1 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r050m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R040M2H,https://www.infineon.com/part/IMT65R040M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R040M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,58.7 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r040m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R033M2H,https://www.infineon.com/part/IMT65R033M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R033M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,68 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r033m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R026M2H,https://www.infineon.com/part/IMT65R026M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R026M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,81 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r026m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R020M2H,https://www.infineon.com/part/IMT65R020M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R020M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,105 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r020m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R015M2H,https://www.infineon.com/part/IMT65R015M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R015M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,131 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r015m2h-datasheet-en.pdf,,,,,,,,,,
IMT65R010M2H,https://www.infineon.com/part/IMT65R010M2H,https://www.infineon.com/package/PG-HSOF-8-2,active and preferred,IMT65R010M2HXUMA1,PG-HSOF-8,TOLL,Industrial,650 V,168 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imt65r010m2h-datasheet-en.pdf,,,,,,,,,,
IMDQ65R015M2H,https://www.infineon.com/part/IMDQ65R015M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ65R015M2HXUMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,94 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq65r015m2h-datasheet-en.pdf,,,,,,,,,,
IMBG65R060M2H,https://www.infineon.com/part/IMBG65R060M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG65R060M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,650 V,34.9 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg65r060m2h-datasheet-en.pdf,,,,,,,,,,
IMBG65R026M2H,https://www.infineon.com/part/IMBG65R026M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG65R026M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,650 V,68 A,CoolSiC™ G2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg65r026m2h-datasheet-en.pdf,,,,,,,,,,
