"Part Number","Datasheet","Description","Life-cycle","Polarity","VDSS(V)","VGSS(V)","ID(A)","PD(W)","Ciss(pF)","Qg(nC)","QOSS(nC)","trr(ns)","Qrr(nC)","RDS(ON)Max(Ω)|VGS|=1.2V","RDS(ON)Max(Ω)|VGS|=1.5V","RDS(ON)Max(Ω)|VGS|=1.8V","RDS(ON)Max(Ω)|VGS|=2.5V","RDS(ON)Max(Ω)|VGS|=4V","RDS(ON)Max(Ω)|VGS|=4.5V","RDS(ON)Max(Ω)|VGS|=6V","RDS(ON)Max(Ω)|VGS|=8V","RDS(ON)Max(Ω)|VGS|=10V","RDS(ON)Max(Ω)|VGS|=18V","Number of pins","Surface mount package","Toshiba Package Name","Generation","Type","Width x Length x Height(mm)","Package Size(mm^2)","Drive voltage type"
"TPH9R00CQ5","Datasheet","N-ch MOSFET, 150 V, 0.009 Ω@10V, Qrr=34nC@100A/μs, SOP Advance / SOP Advance(N), U-MOSⅩ-H","","N-ch","150","+/-20","64","210","3500","44","87","40","34","","","","","","","","0.011","0.009","","8","Y","SOP Advance / SOP Advance(N)","U-MOSⅩ-H","High-speed switching / High-speed diode","","","10V Gate Drive"
"TPH9R00CQH","Datasheet","N-ch MOSFET, 150 V, 0.009 Ω@10V, SOP Advance / SOP Advance(N), U-MOSⅩ-H","","N-ch","150","20","64","210","3500","44","87","72","133","","","","","","","","0.011","0.009","","8","Y","SOP Advance / SOP Advance(N)","U-MOSⅩ-H","High-speed switching","","","10V Gate Drive"
"TPH9R506PL","Datasheet","N-ch MOSFET, 60 V, 0.0095 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","68","81","1470","21","18","27","20","","","","","","0.015","","","0.0095","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPHR6503PL","Datasheet","N-ch MOSFET, 30 V, 0.00065 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","393","170","7700","110","81.3","59","70","","","","","","0.00089","","","0.00065","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPHR6503PL1","Datasheet","N-ch MOSFET, 30 V, 0.00065 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","30","+/-20","420","210","7700","110","81.3","59","70","","","","","","0.00089","","","0.00065","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPHR7404PU","Datasheet","N-ch MOSFET, 40 V, 0.00074 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","400","210","6960","98","90","60","68","","","","","","","0.00117","","0.00074","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPHR7904PB","Datasheet","N-ch MOSFET, 40 V, 150 A, 0.00079 Ω@10V, SOP Advance(WF)","","N-ch","40","+/-20","150","170","6650","85","","","","","","","","","","0.0013","","0.00079","","8","Y","SOP Advance(WF)","U-MOSⅨ-H","","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPHR8504PL","Datasheet","N-ch MOSFET, 40 V, 0.00085 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","340","170","7370","103","85.4","49","93","","","","","","0.0014","","","0.00085","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPHR8504PL1","Datasheet","N-ch MOSFET, 40 V, 0.00085 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","40","+/-20","370","210","7370","103","85.4","58","70","","","","","","0.0014","","","0.00085","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPHR9003NC","Datasheet","N-ch MOSFET, 30 V, 0.0009 Ω@10V, SOP Advance, U-MOSⅧ","","N-ch","30","+/-20","220","78","5300","75","","","","","","","","","0.0014","","","0.0009","","8","Y","SOP Advance","U-MOSⅧ","","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPHR9003NL","Datasheet","N-ch MOSFET, 30 V, 0.0009 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","220","78","5300","74","","","","","","","","","0.0014","","","0.0009","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPHR9003NL1","Datasheet","N-ch MOSFET, 30 V, 0.0009 Ω@10V, SOP Advance(N), U-MOSⅧ-H","","N-ch","30","+/-20","320","170","5300","74","74","58","72","","","","","","0.0014","","","0.0009","","8","Y","SOP Advance(N)","U-MOSⅧ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPHR9203PL","Datasheet","N-ch MOSFET, 30 V, 0.00092 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","280","132","5800","81","51","46","44","","","","","","0.00129","","","0.00092","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPHR9203PL1","Datasheet","N-ch MOSFET, 30 V, 0.00092 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","30","+/-20","320","170","5800","81","51","46","44","","","","","","0.00129","","","0.00092","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPN11003NL","Datasheet","N-ch MOSFET, 30 V, 0.011 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","30","+/-20","31","19","510","7.5","","","","","","","","","0.016","","","0.011","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN11006NL","Datasheet","N-ch MOSFET, 60 V, 0.0114 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","60","+/-20","37","30","1500","23","","","","","","","","","0.017","","","0.0114","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN11006PL","Datasheet","N-ch MOSFET, 60 V, 0.0114 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","60","+/-20","54","61","1250","17","14.4","28","18","","","","","","0.0181","","","0.0114","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN1110ENH","Datasheet","N-ch MOSFET, 200 V, 0.114 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","200","+/-20","13","39","460","7.0","","","","","","","","","","","","0.114","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN12008QM","Datasheet","N-ch MOSFET, 80 V, 0.0123 Ω@10V, TSON Advance, U-MOSⅩ-H","","N-ch","80","20","26","86","1280","22","21.1","34","28","","","","","","","0.0177","","0.0123","","8","Y","TSON Advance","U-MOSⅩ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN1200APL","Datasheet","N-ch MOSFET, 100 V, 0.0115 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","100","+/-20","66","104","1425","24","24","41","47","","","","","","0.02","","","0.0115","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN13008NH","Datasheet","N-ch MOSFET, 80 V, 0.0133 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","80","+/-20","40","42","1230","18","","","","","","","","","","","","0.0133","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN14006NH","Datasheet","N-ch MOSFET, 60 V, 0.014 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","60","+/-20","33","30","1000","15","","","","","","","","","","","","0.014","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN1600ANH","Datasheet","N-ch MOSFET, 100 V, 0.016 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","100","+/-20","36","42","1230","19","","","","","","","","","","","","0.016","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN19008QM","Datasheet","N-ch MOSFET, 80 V, 0.019 Ω@10V, TSON Advance, U-MOSⅩ-H","","N-ch","80","+/-20","34","57","1020","16","16.5","32","26","","","","","","","0.028","","0.019","","8","Y","TSON Advance","U-MOSⅩ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN1R603PL","Datasheet","N-ch MOSFET, 30 V, 0.0016 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","30","+/-20","188","104","2970","41","23","31","20","","","","","","0.0025","","","0.0016","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN2010FNH","Datasheet","N-ch MOSFET, 250 V, 0.198 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","250","+/-20","9.9","39","460","7.0","","","","","","","","","","","","0.198","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN22006NH","Datasheet","N-ch MOSFET, 60 V, 0.022 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","60","+/-20","21","18","710","12","","","","","","","","","","","","0.022","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN2R203NC","Datasheet","N-ch MOSFET, 30 V, 0.0022 Ω@10V, TSON Advance, U-MOSⅧ","","N-ch","30","+/-20","100","42","2230","34","","","","","","","","","0.0036","","","0.0022","","8","Y","TSON Advance","U-MOSⅧ","","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN2R304PL","Datasheet","N-ch MOSFET, 40 V, 0.0023 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","40","+/-20","100","104","2750","41","27","35","30","","","","","","0.004","","","0.0023","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN2R703NL","Datasheet","N-ch MOSFET, 30 V, 0.0027 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","30","+/-20","90","42","1600","21","","","","","","","","","0.0041","","","0.0027","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN2R805PL","Datasheet","N-ch MOSFET, 45 V, 0.0028 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","45","+/-20","139","104","2450","39","32","34","27","","","","","","0.005","","","0.0028","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN2R903PL","Datasheet","N-ch MOSFET, 30 V, 0.0029 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","30","+/-20","122","75","1780","26","17","28","17","","","","","","0.0041","","","0.0029","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN30008NH","Datasheet","N-ch MOSFET, 80 V, 0.03 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","80","+/-20","22","27","710","11","","","","","","","","","","","","0.03","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN3300ANH","Datasheet","N-ch MOSFET, 100 V, 0.033 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","100","+/-20","21","27","680","11","","","","","","","","","","","","0.033","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN3R704PL","Datasheet","N-ch MOSFET, 40 V, 0.0037 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","40","+/-20","92","86","1910","27","20.2","28","18.2","","","","","","0.006","","","0.0037","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN4800CQH","Datasheet","","","N-ch","150","+/-20","18","86","800","11","21","58","74","","","","","","","","0.059","0.048","","8","Y","TSON Advance","U-MOSⅩ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN4R203NC","Datasheet","N-ch MOSFET, 30 V, 0.0042 Ω@10V, TSON Advance, U-MOSⅧ","","N-ch","30","+/-20","53","22","1370","24","","","","","","","","","0.0064","","","0.0042","","8","Y","TSON Advance","U-MOSⅧ","","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN4R303NL","Datasheet","N-ch MOSFET, 30 V, 0.0043 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","30","+/-20","63","34","1110","14.8","","","","","","","","","0.0063","","","0.0043","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN4R712MD","Datasheet","P-ch MOSFET, -20 V, 0.0047 Ω@4.5V, TSON Advance, U-MOSⅥ","","P-ch","-20","+/-12","-36","42","4300","65","","","","","","","0.0081","","0.0047","","","","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Low Voltage Gate Drive"
"TPN4R806PL","Datasheet","N-ch MOSFET, 60 V, 0.0048 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","60","+/-20","105","104","2130","29","24","31","26","","","","","","0.0091","","","0.0048","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN5900CNH","Datasheet","N-ch MOSFET, 150 V, 0.059 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","150","+/-20","18","39","460","7.0","","","","","","","","","","","","0.059","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN5R203PL","Datasheet","N-ch MOSFET, 30 V, 0.0052 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","30","+/-20","76","61","1520","22","14","26","14","","","","","","0.0064","","","0.0052","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN6R003NL","Datasheet","N-ch MOSFET, 30 V, 0.006 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","30","+/-20","56","32","1050","17","","","","","","","","","0.0083","","","0.006","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN6R303NC","Datasheet","N-ch MOSFET, 30 V, 0.0063 Ω@10V, TSON Advance, U-MOSⅧ","","N-ch","30","+/-20","43","19","1370","24","","","","","","","","","0.0084","","","0.0063","","8","Y","TSON Advance","U-MOSⅧ","","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN7R006PL","Datasheet","N-ch MOSFET, 60 V, 0.007 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","60","+/-20","76","75","1440","20","20","28","22","","","","","","0.0135","","","0.007","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN7R504PL","Datasheet","N-ch MOSFET, 40 V, 0.0075 Ω@10V, TSON Advance, U-MOSⅨ-H","","N-ch","40","+/-20","68","61","1570","24","16","25","15","","","","","","0.01","","","0.0075","","8","Y","TSON Advance","U-MOSⅨ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPN7R506NH","Datasheet","N-ch MOSFET, 60 V, 0.0075 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","60","+/-20","53","42","1410","22","","","","","","","","","","","","0.0075","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN8R408QM","Datasheet","N-ch MOSFET, 80 V, 0.0084 Ω@10V, TSON Advance, U-MOSⅩ-H","","N-ch","80","20","32","100","1750","28","29.9","37","34","","","","","","","0.0124","","0.0084","","8","Y","TSON Advance","U-MOSⅩ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","10V Gate Drive"
"TPN8R903NL","Datasheet","N-ch MOSFET, 30 V, 0.0089 Ω@10V, TSON Advance, U-MOSⅧ-H","","N-ch","30","+/-20","37","22","630","9.8","","","","","","","","","0.0127","","","0.0089","","8","Y","TSON Advance","U-MOSⅧ-H","High-speed switching","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPW1500CNH","Datasheet","N-ch MOSFET, 150 V, 0.0154 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","150","+/-20","50","142","1700","22","","85","192","","","","","","","","","0.0154","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","10V Gate Drive"
"TPW1R005PL","Datasheet","N-ch MOSFET, 45 V, 0.00099 Ω@10V, DSOP Advance, U-MOSⅨ-H","","N-ch","45","+/-20","300","170","7700","122","98","58","66","","","","","","0.00165","","","0.00099","","8","Y","DSOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","Logic-Level Gate Drive"
"TPW1R104PB","Datasheet","N-ch MOSFET, 40 V, 120 A, 0.00114 Ω@10V, DSOP Advance(WF)M","","N-ch","40","+/-20","120","132","4560","55","","","","","","","","","","0.00196","","0.00114","","8","Y","DSOP Advance(WF)M","U-MOSⅨ-H","","5.0 x 6.0 x 0.76","30.00","10V Gate Drive"
"TPW1R306PL","Datasheet","N-ch MOSFET, 60 V, 0.00129 Ω@10V, DSOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","260","170","6250","91","77.5","47","48","","","","","","0.0023","","","0.00129","","8","Y","DSOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","Logic-Level Gate Drive"
"TPW2900ENH","Datasheet","N-ch MOSFET, 200 V, 0.029 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","200","+/-20","36","142","1700","22","","93","300","","","","","","","","","0.029","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","10V Gate Drive"
"TPW2R508NH","Datasheet","N-ch MOSFET, 75 V, 0.0025 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","75","+/-20","170","142","4600","72","","51","62","","","","","","","","","0.0025","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","10V Gate Drive"
"TPW3R70APL","Datasheet","N-ch MOSFET, 100 V, 0.0037 Ω@10V, DSOP Advance, U-MOSⅨ-H","","N-ch","100","+/-20","150","170","4850","67","74","53","74","","","","","","0.0062","","","0.0037","","8","Y","DSOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","Logic-Level Gate Drive"
"TPW4R008NH","Datasheet","N-ch MOSFET, 80 V, 0.004 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","80","+/-20","116","142","4100","59","","54","72","","","","","","","","","0.004","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","10V Gate Drive"
"TPW4R50ANH","Datasheet","N-ch MOSFET, 100 V, 0.0045 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","100","+/-20","92","142","4000","58","","63","104","","","","","","","","","0.0045","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","10V Gate Drive"
"TPW5200FNH","Datasheet","N-ch MOSFET, 250 V, 0.052 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","250","+/-20","27","142","1700","22","","110","420","","","","","","","","","0.052","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","10V Gate Drive"
"TPWR6003PL","Datasheet","N-ch MOSFET, 30 V, 0.0006 Ω@10V, DSOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","412","170","7700","110","81.3","59","70","","","","","","0.00084","","","0.0006","","8","Y","DSOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","Logic-Level Gate Drive"
"TPWR7904PB","Datasheet","N-ch MOSFET, 40 V, 150 A, 0.00079 Ω@10V, DSOP Advance(WF)L","","N-ch","40","+/-20","150","170","6650","85","","","","","","","","","","0.0013","","0.00079","","8","Y","DSOP Advance(WF)L","U-MOSⅨ-H","","5.0 x 6.0 x 0.76","30.00","10V Gate Drive"
"TPWR8004PL","Datasheet","N-ch MOSFET, 40 V, 0.0008 Ω@10V, DSOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","340","170","7370","103","85.4","58","70","","","","","","0.00135","","","0.0008","","8","Y","DSOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","Logic-Level Gate Drive"
"TPWR8503NL","Datasheet","N-ch MOSFET, 30 V, 0.00085 Ω@10V, DSOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","300","142","5300","74","","58","71","","","","","","0.0013","","","0.00085","","8","Y","DSOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.73","30.00","Logic-Level Gate Drive"
"TW015N120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.015 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","1200","+25/-10","100","","6000","","","","","","","","","","","","","","0.02","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW015N65C","Datasheet","N-ch SiC MOSFET, 650 V, 0.015 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","650","+25/-10","100","","4850","","","","","","","","","","","","","","0.021","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW015Z120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.015 Ω(typ.)@18 V, TO-247-4L(X), 3rd Gen.","","N-ch","1200","+25/-10","100","","6000","","","","","","","","","","","","","","0.021","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
"TW015Z65C","Datasheet","N-ch SiC MOSFET, 650 V, 0.015 Ω(typ.)@18V, TO-247-4L(X), 3rd Gen.","","N-ch","650","+25/-10","100","","4850","","","","","","","","","","","","","","0.022","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
"TW027N65C","Datasheet","N-ch SiC MOSFET, 650 V, 0.027 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","650","+25/-10","58","","2288","","","","","","","","","","","","","","0.037","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW027Z65C","Datasheet","N-ch SiC MOSFET, 650 V, 0.027 Ω(typ.)@18 V, TO-247-4L(X), 3rd Gen.","","N-ch","650","+25/-10","58","","2288","","","","","","","","","","","","","","0.038","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
"TW030N120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.030 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","1200","+25/-10","60","","2925","","","","","","","","","","","","","","0.04","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW030Z120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.030 Ω(typ.)@18 V, TO-247-4L(X), 3rd Gen.","","N-ch","1200","+25/-10","60","","2925","","","","","","","","","","","","","","0.041","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
"TW045N120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.045 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","1200","+25/-10","40","","1969","","","","","","","","","","","","","","0.059","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW045Z120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.045 Ω(typ.)@18 V, TO-247-4L(X), 3rd Gen.","","N-ch","1200","+25/-10","40","","1969","","","","","","","","","","","","","","0.062","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
"TW048N65C","Datasheet","N-ch SiC MOSFET, 650 V, 0.048 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","650","+25/-10","40","","1362","","","","","","","","","","","","","","0.065","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW048Z65C","Datasheet","N-ch SiC MOSFET, 650 V, 0.048 Ω(typ.)@18 V, TO-247-4L(X), 3rd Gen.","","N-ch","650","+25/-10","40","","1362","","","","","","","","","","","","","","0.069","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
"TW060N120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.060 Ω(typ.)@18V, TO-247, 3rd Gen.","","N-ch","1200","+25/-10","36","","1530","","","","","","","","","","","","","","0.078","3","N","TO-247","","","15.94 x 20.95 x 5.02","333.94",""
"TW060Z120C","Datasheet","N-ch SiC MOSFET, 1200 V, 0.060 Ω(typ.)@18 V, TO-247-4L(X), 3rd Gen.","","N-ch","1200","+25/-10","36","","1530","","","","","","","","","","","","","","0.082","4","N","TO-247-4L(X)","","","15.94 x 23.45 x 5.02","373.79",""
