Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,Technology,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
FF3MR12KM1HP,https://www.infineon.com/part/FF3MR12KM1HP,,active and preferred,FF3MR12KM1HPHPSA1,AG-62MMHB,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff3mr12km1hp-datasheet-en.pdf,,,,
FF2600UXTR33T2M1,https://www.infineon.com/part/FF2600UXTR33T2M1,,active and preferred,FF2600UXTR33T2M1BPSA1,AG-XHP2K33,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff2600uxtr33t2m1-datasheet-en.pdf,,,,
FF2000UXTR33T2M1,https://www.infineon.com/part/FF2000UXTR33T2M1,,active and preferred,FF2000UXTR33T2M1BPSA1,AG-XHP2K33,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff2000uxtr33t2m1-datasheet-en.pdf,,,,
FF4000UXTR33T2M1,https://www.infineon.com/part/FF4000UXTR33T2M1,,active and preferred,FF4000UXTR33T2M1BPSA1,AG-XHP2K33,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff4000uxtr33t2m1-datasheet-en.pdf,,,,
FF4MR20KM1H_S,https://www.infineon.com/part/FF4MR20KM1H-S,,active and preferred,FF4MR20KM1HSHPSA1,AG-62MMHB,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff4mr20km1h-s-datasheet-en.pdf,,,,
FF3MR20KM1H_S,https://www.infineon.com/part/FF3MR20KM1H-S,,active and preferred,FF3MR20KM1HSHPSA1,AG-62MMHB,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff3mr20km1h-s-datasheet-en.pdf,,,,
FF1MR12MM1H_B11,https://www.infineon.com/part/FF1MR12MM1H-B11,,active and preferred,FF1MR12MM1HB11BPSA1,AG-ECONOD,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1mr12mm1h-b11-datasheet-en.pdf,,,,
FF1MR12MM1HP_B11,https://www.infineon.com/part/FF1MR12MM1HP-B11,,active and preferred,FF1MR12MM1HPB11BPSA1,AG-ECONOD,,Industrial,,CoolSiC™ ,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1mr12mm1hp-b11-datasheet-en.pdf,,,,
FF6MR20W2M1H_B70,https://www.infineon.com/part/FF6MR20W2M1H-B70,https://www.infineon.com/package/AG-EASY2B-3111-143-1,active and preferred,FF6MR20W2M1HB70BPSA1,AG-EASY2B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff6mr20w2m1h-b70-datasheet-en.pdf,,,,
F3L6MR20W2M1H_B70,https://www.infineon.com/part/F3L6MR20W2M1H-B70,https://www.infineon.com/package/AG-EASY2B-3111-143-1,active and preferred,F3L6MR20W2M1HB70BPSA1,AG-EASY2B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f3l6mr20w2m1h-b70-datasheet-en.pdf,,,,
FF1MR12MM1HW_B11,https://www.infineon.com/part/FF1MR12MM1HW-B11,,active and preferred,FF1MR12MM1HWB11BPSA1,AG-ECONOD,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1mr12mm1hw-b11-datasheet-en.pdf,,,,
F3L3MR12W3M1H_H11,https://www.infineon.com/part/F3L3MR12W3M1H-H11,,active and preferred,F3L3MR12W3M1HH11BPSA1,AG-EASY3B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f3l3mr12w3m1h-h11-datasheet-en.pdf,,,,
F4-6MR20W3M1H_B11,https://www.infineon.com/part/F4-6MR20W3M1H-B11,,active and preferred,F46MR20W3M1HB11BPSA1,AG-EASY3B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-6mr20w3m1h-b11-datasheet-en.pdf,,,,
F4-10MR20W3M1H_B11,https://www.infineon.com/part/F4-10MR20W3M1H-B11,,active and preferred,F410MR20W3M1HB11BPSA1,AG-EASY3B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-10mr20w3m1h-b11-datasheet-en.pdf,,,,
F4-11MR12W3M1H_B11,https://www.infineon.com/part/F4-11MR12W3M1H-B11,,active and preferred,F411MR12W3M1HB11BPSA1,AG-EASY3B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-11mr12w3m1h-b11-datasheet-en.pdf,,,,
FF3MR20W3M1H_H11,https://www.infineon.com/part/FF3MR20W3M1H-H11,,active and preferred,FF3MR20W3M1HH11BPSA1,AG-EASY3B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff3mr20w3m1h-h11-datasheet-en.pdf,,,,
DF17MR12W1M1HF_B86,https://www.infineon.com/part/DF17MR12W1M1HF-B86,,active and preferred,DF17MR12W1M1HFB86BPSA1,AG-EASY1B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-df17mr12w1m1hf-b86-datasheet-en.pdf,,,,
FF1000UXTR23T2M1_B5,https://www.infineon.com/part/FF1000UXTR23T2M1-B5,,active and preferred,FF1000UXTR23T2M1B5BPSA1,AG-XHP2K33,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1000uxtr23t2m1-b5-datasheet-en.pdf,,,,
FF3MR12KM1H_S,https://www.infineon.com/part/FF3MR12KM1H-S,,active and preferred,FF3MR12KM1HSHPSA1,AG-62MMHB,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff3mr12km1h-s-datasheet-en.pdf,,,,
FF5MR20KM1H_S,https://www.infineon.com/part/FF5MR20KM1H-S,,active and preferred,FF5MR20KM1HSHPSA1,AG-62MMHB,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff5mr20km1h-s-datasheet-en.pdf,,,,
FF1MR12KM1H_S,https://www.infineon.com/part/FF1MR12KM1H-S,,active and preferred,FF1MR12KM1HSHPSA1,AG-62MMHB,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1mr12km1h-s-datasheet-en.pdf,,,,
F3L8MXTR12C2M2_H11,https://www.infineon.com/part/F3L8MXTR12C2M2-H11,,active and preferred,F3L8MXTR12C2M2H11BPSA1,AG-EASY2C,,Industrial,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f3l8mxtr12c2m2-h11-datasheet-en.pdf,,,,
F3L8MXTR12C2M2Q_H11,https://www.infineon.com/part/F3L8MXTR12C2M2Q-H11,,active and preferred,F3L8MXTR12C2M2QH11BPSA1,AG-EASY2C,,Industrial,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f3l8mxtr12c2m2q-h11-datasheet-en.pdf,,,,
F4-8MXTR12C2M2_H11,https://www.infineon.com/part/F4-8MXTR12C2M2-H11,,active and preferred,F48MXTR12C2M2H11BPSA1,AG-EASY2C,,Industrial,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-8mxtr12c2m2-h11-datasheet-en.pdf,,,,
F4-8MXTR12C2M2Q_H11,https://www.infineon.com/part/F4-8MXTR12C2M2Q-H11,,active and preferred,F48MXTR12C2M2QH11BPSA1,AG-EASY2C,,Industrial,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-8mxtr12c2m2q-h11-datasheet-en.pdf,,,,
F4-13MXTR12C1M2_H11,https://www.infineon.com/part/F4-13MXTR12C1M2-H11,,active and preferred,F413MXTR12C1M2H11BPSA1,AG-EASY1C,,Industrial,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-13mxtr12c1m2-h11-datasheet-en.pdf,,,,
F4-13MXTR12C1M2Q_H11,https://www.infineon.com/part/F4-13MXTR12C1M2Q-H11,,active and preferred,F413MXTR12C1M2QH11BPSA1,AG-EASY1C,,Industrial,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-f4-13mxtr12c1m2q-h11-datasheet-en.pdf,,,,
FF1000UXTR23T2M1,https://www.infineon.com/part/FF1000UXTR23T2M1,,active and preferred,FF1000UXTR23T2M1BPSA1,AG-XHP2K23,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1000uxtr23t2m1-datasheet-en.pdf,,,,
FF1300UXTR23T2M1,https://www.infineon.com/part/FF1300UXTR23T2M1,,active and preferred,FF1300UXTR23T2M1BPSA1,AG-XHP2K23,,"Traction, Industrial",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1300uxtr23t2m1-datasheet-en.pdf,,,,
FF1000UXTR23T2M1P,https://www.infineon.com/part/FF1000UXTR23T2M1P,,active and preferred,FF1000UXTR23T2M1PBPSA1,AG-XHP2K23,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1000uxtr23t2m1p-datasheet-en.pdf,,,,
FF1300UXTR23T2M1P,https://www.infineon.com/part/FF1300UXTR23T2M1P,,active and preferred,FF1300UXTR23T2M1PBPSA1,AG-XHP2K23,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff1300uxtr23t2m1p-datasheet-en.pdf,,,,
FF2000UXTR23T2M1,https://www.infineon.com/part/FF2000UXTR23T2M1,,active and preferred,FF2000UXTR23T2M1BPSA1,AG-XHP2K23,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff2000uxtr23t2m1-datasheet-en.pdf,,,,
FF2000UXTR23T2M1P,https://www.infineon.com/part/FF2000UXTR23T2M1P,,active and preferred,FF2000UXTR23T2M1PBPSA1,AG-XHP2K23,,"Industrial, Traction",,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff2000uxtr23t2m1p-datasheet-en.pdf,,,,
FF4MR12W2M1HP_B11_A,https://www.infineon.com/part/FF4MR12W2M1HP-B11-A,,active and preferred,FF4MR12W2M1HPB11ABPSA1,AG-EASY2B,,Industrial,,CoolSiC™ G1,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-ff4mr12w2m1hp-b11-a-datasheet-en.pdf,,,,
AMM12S18LB1Z,https://www.infineon.com/part/AMM12S18LB1Z,https://www.infineon.com/package/PG-MDIP-32-1,active and preferred,AMM12S18LB1ZXKMA1,,DIP 44x28D ,Automotive,,CoolSiC™ G2,,,,,,,,https://www.infineon.com/assets/row/public/documents/60/49/infineon-amm12s18lb1z-datasheet-en.pdf,,,,
