Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,Technology,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
AIMBG75R060M2H,https://www.infineon.com/part/AIMBG75R060M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R060M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r060m2h-datasheet-en.pdf,,,,
AIMDQ75R020M2H,https://www.infineon.com/part/AIMDQ75R020M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R020M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r020m2h-datasheet-en.pdf,,,,
IMBG75R040M2H,https://www.infineon.com/part/IMBG75R040M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R040M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r040m2h-datasheet-en.pdf,,,,
IMDQ75R050M2H,https://www.infineon.com/part/IMDQ75R050M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ75R050M2HXTMA1,PG-HDSOP-22,Q-DPAK,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq75r050m2h-datasheet-en.pdf,,,,
IMDQ75R040M2H,https://www.infineon.com/part/IMDQ75R040M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ75R040M2HXTMA1,PG-HDSOP-22,Q-DPAK,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq75r040m2h-datasheet-en.pdf,,,,
IMDQ75R033M2H,https://www.infineon.com/part/IMDQ75R033M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ75R033M2HXTMA1,PG-HDSOP-22,Q-DPAK,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq75r033m2h-datasheet-en.pdf,,,,
IMBG75R033M2H,https://www.infineon.com/part/IMBG75R033M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R033M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r033m2h-datasheet-en.pdf,,,,
IMDQ75R020M2H,https://www.infineon.com/part/IMDQ75R020M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ75R020M2HXTMA1,PG-HDSOP-22,Q-DPAK,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq75r020m2h-datasheet-en.pdf,,,,
IMBG75R025M2H,https://www.infineon.com/part/IMBG75R025M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R025M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r025m2h-datasheet-en.pdf,,,,
IMBG75R060M2H,https://www.infineon.com/part/IMBG75R060M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R060M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r060m2h-datasheet-en.pdf,,,,
IMBG75R050M2H,https://www.infineon.com/part/IMBG75R050M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R050M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r050m2h-datasheet-en.pdf,,,,
IMBG75R007M2H,https://www.infineon.com/part/IMBG75R007M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R007M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r007m2h-datasheet-en.pdf,,,,
AIMBG75R007M2H,https://www.infineon.com/part/AIMBG75R007M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R007M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r007m2h-datasheet-en.pdf,,,,
AIMDQ75R050M2H,https://www.infineon.com/part/AIMDQ75R050M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R050M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r050m2h-datasheet-en.pdf,,,,
AIMDQ75R040M2H,https://www.infineon.com/part/AIMDQ75R040M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R040M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r040m2h-datasheet-en.pdf,,,,
AIMDQ75R033M2H,https://www.infineon.com/part/AIMDQ75R033M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R033M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r033m2h-datasheet-en.pdf,,,,
AIMBG75R050M2H,https://www.infineon.com/part/AIMBG75R050M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R050M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r050m2h-datasheet-en.pdf,,,,
AIMBG75R040M2H,https://www.infineon.com/part/AIMBG75R040M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R040M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r040m2h-datasheet-en.pdf,,,,
AIMBG75R033M2H,https://www.infineon.com/part/AIMBG75R033M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R033M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r033m2h-datasheet-en.pdf,,,,
AIMBG75R025M2H,https://www.infineon.com/part/AIMBG75R025M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R025M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r025m2h-datasheet-en.pdf,,,,
IMY120R036CM2H,https://www.infineon.com/part/IMY120R036CM2H,https://www.infineon.com/package/PG-TO247-4-19,active and preferred,IMY120R036CM2HXKSA1,PG-TO247-4,,Industrial,1200 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imy120r036cm2h-datasheet-en.pdf,,,,
IMY120R036AM2H,https://www.infineon.com/part/IMY120R036AM2H,https://www.infineon.com/package/PG-TO247-4-19,active and preferred,IMY120R036AM2HXKSA1,PG-TO247-4,,Industrial,1200 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imy120r036am2h-datasheet-en.pdf,,,,
IMY120R018CM2H,https://www.infineon.com/part/IMY120R018CM2H,https://www.infineon.com/package/PG-TO247-4-19,active and preferred,IMY120R018CM2HXKSA1,PG-TO247-4,,Industrial,1200 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/60/49/infineon-imy120r018cm2h-datasheet-en.pdf,,,,
IMZA75R011M2H,https://www.infineon.com/part/IMZA75R011M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R011M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r011m2h-datasheet-en.pdf,,,,
IMZA75R007M2H,https://www.infineon.com/part/IMZA75R007M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R007M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r007m2h-datasheet-en.pdf,,,,
IMZA75R050M2H,https://www.infineon.com/part/IMZA75R050M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R050M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r050m2h-datasheet-en.pdf,,,,
IMZA75R040M2H,https://www.infineon.com/part/IMZA75R040M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R040M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r040m2h-datasheet-en.pdf,,,,
IMZA75R033M2H,https://www.infineon.com/part/IMZA75R033M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R033M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r033m2h-datasheet-en.pdf,,,,
IMZA75R025M2H,https://www.infineon.com/part/IMZA75R025M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R025M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r025m2h-datasheet-en.pdf,,,,
IMZA75R020M2H,https://www.infineon.com/part/IMZA75R020M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R020M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r020m2h-datasheet-en.pdf,,,,
IMZA75R016M2H,https://www.infineon.com/part/IMZA75R016M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R016M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r016m2h-datasheet-en.pdf,,,,
AIMZA75R011M2H,https://www.infineon.com/part/AIMZA75R011M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R011M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r011m2h-datasheet-en.pdf,,,,
AIMZA75R007M2H,https://www.infineon.com/part/AIMZA75R007M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R007M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r007m2h-datasheet-en.pdf,,,,
AIMZA75R060M2H,https://www.infineon.com/part/AIMZA75R060M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R060M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r060m2h-datasheet-en.pdf,,,,
AIMZA75R050M2H,https://www.infineon.com/part/AIMZA75R050M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R050M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r050m2h-datasheet-en.pdf,,,,
AIMZA75R040M2H,https://www.infineon.com/part/AIMZA75R040M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R040M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r040m2h-datasheet-en.pdf,,,,
AIMZA75R033M2H,https://www.infineon.com/part/AIMZA75R033M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R033M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r033m2h-datasheet-en.pdf,,,,
AIMZA75R025M2H,https://www.infineon.com/part/AIMZA75R025M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R025M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r025m2h-datasheet-en.pdf,,,,
AIMZA75R020M2H,https://www.infineon.com/part/AIMZA75R020M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R020M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r020m2h-datasheet-en.pdf,,,,
AIMZA75R016M2H,https://www.infineon.com/part/AIMZA75R016M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,AIMZA75R016M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimza75r016m2h-datasheet-en.pdf,,,,
IMZA75R060M2H,https://www.infineon.com/part/IMZA75R060M2H,https://www.infineon.com/package/PG-TO247-4-16,active and preferred,IMZA75R060M2HXKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imza75r060m2h-datasheet-en.pdf,,,,
AIMBF170R650M1,https://www.infineon.com/part/AIMBF170R650M1,https://www.infineon.com/package/PG-TO263-7-13,active and preferred,AIMBF170R650M1XTMA1,PG-TO263-7,,Automotive,1700 V,CoolSiC™ G1,,,,,,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimbf170r650m1-datasheet-en.pdf,,,,
AIMBF170R1K0M1,https://www.infineon.com/part/AIMBF170R1K0M1,https://www.infineon.com/package/PG-TO263-7-13,active and preferred,AIMBF170R1K0M1XTMA1,PG-TO263-7,,Automotive,1700 V,CoolSiC™ G1,,,,,,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimbf170r1k0m1-datasheet-en.pdf,,,,
AIMBF170R450M1,https://www.infineon.com/part/AIMBF170R450M1,https://www.infineon.com/package/PG-TO263-7-13,active and preferred,AIMBF170R450M1XTMA1,PG-TO263-7,,Automotive,1700 V,CoolSiC™ G1,,,,,,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-aimbf170r450m1-datasheet-en.pdf,,,,
IMBG75R020M2H,https://www.infineon.com/part/IMBG75R020M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R020M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r020m2h-datasheet-en.pdf,,,,
IMBG75R011M2H,https://www.infineon.com/part/IMBG75R011M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R011M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r011m2h-datasheet-en.pdf,,,,
IMBG75R016M2H,https://www.infineon.com/part/IMBG75R016M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,IMBG75R016M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imbg75r016m2h-datasheet-en.pdf,,,,
AIMBG75R020M2H,https://www.infineon.com/part/AIMBG75R020M2H,https://www.infineon.com/package/PG-TO263-7-12,active and preferred,AIMBG75R020M2HXTMA1,PG-TO263-7,D2PAK 7-pin,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimbg75r020m2h-datasheet-en.pdf,,,,
IMDQ75R011M2H,https://www.infineon.com/part/IMDQ75R011M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,IMDQ75R011M2HXTMA1,PG-HDSOP-22,Q-DPAK,Industrial,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-imdq75r011m2h-datasheet-en.pdf,,,,
AIMDQ75R011M2H,https://www.infineon.com/part/AIMDQ75R011M2H,https://www.infineon.com/package/PG-HDSOP-22-1,active and preferred,AIMDQ75R011M2HXTMA1,PG-HDSOP-22,Q-DPAK,Automotive,750 V,CoolSiC™ G2,,,,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-aimdq75r011m2h-datasheet-en.pdf,,,,
IPP65R045C7,https://www.infineon.com/part/IPP65R045C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP65R045C7XKSA1,PG-TO220-3,TO220,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,45 mΩ,93 nC,4.6 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r045c7-ds-en.pdf,,,,
IPW65R095C7,https://www.infineon.com/part/IPW65R095C7,https://www.infineon.com/package/PG-TO247-3-44,active and preferred,IPW65R095C7XKSA1,PG-TO247-3,TO247,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,95 mΩ,45 nC,2.57 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r095c7-ds-en.pdf,,,,
IPA65R190C7,https://www.infineon.com/part/IPA65R190C7,,active and preferred,IPA65R190C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,190 mΩ,23 nC,1.07 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa65r190c7-datasheet-en.pdf,,,,
IPA65R065C7,https://www.infineon.com/part/IPA65R065C7,,active and preferred,IPA65R065C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,65 mΩ,64 nC,3.07 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa65r065c7-datasheet-en.pdf,,,,
IPD65R225C7,https://www.infineon.com/part/IPD65R225C7,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD65R225C7ATMA1,PG-TO252-3,DPAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,225 mΩ,20 nC,0.83 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd65r225c7-datasheet-en.pdf,,,,
IPB65R065C7,https://www.infineon.com/part/IPB65R065C7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R065C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,65 mΩ,64 nC,3.33 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r065c7-ds-en.pdf,,,,
IPB65R095C7,https://www.infineon.com/part/IPB65R095C7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R095C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,95 mΩ,45 nC,2.3 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r095c7-ds-en.pdf,,,,
IPA65R125C7,https://www.infineon.com/part/IPA65R125C7,,active and preferred,IPA65R125C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,125 mΩ,35 nC,1.66 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa65r125c7-datasheet-en.pdf,,,,
IPB65R190C7,https://www.infineon.com/part/IPB65R190C7,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB65R190C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,190 mΩ,23 nC,1.11 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r190c7-ds-en.pdf,,,,
IPP65R065C7,https://www.infineon.com/part/IPP65R065C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP65R065C7XKSA1,PG-TO220-3,TO220,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,65 mΩ,64 nC,3.07 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r065c7-ds-en.pdf,,,,
IPP65R095C7,https://www.infineon.com/part/IPP65R095C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP65R095C7XKSA1,PG-TO220-3,TO220,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,95 mΩ,45 nC,2.27 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r095c7-ds-en.pdf,,,,
IPD65R190C7,https://www.infineon.com/part/IPD65R190C7,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD65R190C7ATMA1,PG-TO252-3,DPAK,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,190 mΩ,23 nC,0.97 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd65r190c7-datasheet-en.pdf,,,,
IPL65R130C7,https://www.infineon.com/part/IPL65R130C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R130C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,130 mΩ,35 nC,1.76 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r130c7-ds-en.pdf,,,,
IPL65R099C7,https://www.infineon.com/part/IPL65R099C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R099C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,99 mΩ,45 nC,2.25 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r099c7-ds-en.pdf,,,,
IPL65R195C7,https://www.infineon.com/part/IPL65R195C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R195C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,195 mΩ,23 nC,1.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r195c7-ds-en.pdf,,,,
IPL65R230C7,https://www.infineon.com/part/IPL65R230C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL65R230C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ C7,3.5 V,3 V,4 V,230 mΩ,20 nC,0.91 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r230c7-ds-en.pdf,,,,
IPW60R180C7,https://www.infineon.com/part/IPW60R180C7,https://www.infineon.com/package/PG-TO247-3-44,active and preferred,IPW60R180C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,180 mΩ,24 nC,1.42 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r180c7-ds-en.pdf,,,,
IPP60R099C7,https://www.infineon.com/part/IPP60R099C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R099C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,99 mΩ,42 nC,2.1 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r099c7-ds-en.pdf,,,,
IPP60R060C7,https://www.infineon.com/part/IPP60R060C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R060C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,60 mΩ,68 nC,3.14 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r060c7-ds-en.pdf,,,,
IPA60R120C7,https://www.infineon.com/part/IPA60R120C7,https://www.infineon.com/package/PG-TO220-3-253,active and preferred,IPA60R120C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,120 mΩ,34 nC,1.62 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r120c7-datasheet-en.pdf,,,,
IPA60R060C7,https://www.infineon.com/part/IPA60R060C7,https://www.infineon.com/package/PG-TO220-3-253,active and preferred,IPA60R060C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,60 mΩ,68 nC,3.18 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r060c7-datasheet-en.pdf,,,,
IPP60R120C7,https://www.infineon.com/part/IPP60R120C7,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP60R120C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,120 mΩ,34 nC,1.63 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r120c7-ds-en.pdf,,,,
IPL60R065C7,https://www.infineon.com/part/IPL60R065C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R065C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,65 mΩ,68 nC,3.06 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r065c7-ds-en.pdf,,,,
IPL60R125C7,https://www.infineon.com/part/IPL60R125C7,https://www.infineon.com/package/PG-VSON-4-1,active and preferred,IPL60R125C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,CoolMOS™ C7,3.5 V,3 V,4 V,125 mΩ,34 nC,1.66 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r125c7-ds-en.pdf,,,,
